year,country,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
1980,Canada,11,70,184.2914621,3620.3317840699997,2562.4712039818182,16553.0063488,3842.37606602
1980,Ireland,5,259,208.1820029,342.7639903,1218.55838,7786.71309,964.250018
1980,Israel,1,1,0.28400001,0.199,10.642,5.1960001,1.541
1980,Japan,13,1797,2467.443022,4279.217028,6729.263036153846,139274.24057,9129.88805
1980,Netherlands,2,364,209,1717.70001,12812.502,30811.008,2608.008
1980,Panama,1,20,54.391998,53.210999,707.51001,579.51398,111.004
1980,Singapore,1,2,5.6799998,1.473,42.174,49.779999,13.992
1980,Sweden,1,12,231.3,343.005,4043.6799,2859.842,366.216
1980,Switzerland,1,3,0,0,63.967999,0,-2.2550001
1980,United Kingdom,5,124,277.528,4514.175001,9730.599818,59162.3663,9705.813909
1980,United States,497,13436,23532.417984903,130386.07998348,2452.2788769077347,1313926.553108467,191405.6812468708
1981,Canada,10,97,245.931353,4344.272239,3607.260922,20600.6501,3903.968581
1981,Ireland,5,273,272.856009,394.691993,1324.284592,8558.89292,1004.05201
1981,Japan,13,2333,2727.344025,11771.124903,9668.574323076924,147984.5997,17270.64996
1981,Netherlands,2,415,1377,1597.29999,12185.502,30555.008,2623.008
1981,Panama,1,25,65.515999,75.085999,771.23798,710.88202,148.49699
1981,Singapore,1,1,7.5739999,1.114,43.353001,40.036999,3.2709999
1981,Sweden,1,9,247.5,301.10001,3988.3999,3036.699,513.49902
1981,United Kingdom,5,136,331.149998,6054.375,10062.004222,58168.883,7747.463008
1981,United States,499,14543,27097.6280947474,146150.6241290037,2472.7505184079314,1424067.7325454103,200204.454472885
1982,Canada,16,96,346.4125434,5159.87941669,3069.22894118125,23835.085805000002,3476.36386098
1982,Ireland,5,272,273.2979972,285.458005,1219.763168,7449.15311,693.0269999999999
1982,Israel,1,1,0.53600001,0.63599998,13.843,8.1809998,0.70899999
1982,Japan,16,2598,3418.931019,12736.083326,9006.880348749999,174307.2402,18584.034050000002
1982,Netherlands,2,424,1399,1325.29999,11509.002,28887.004,2481.004
1982,Panama,2,35,83.611,72.28099697,433.69250969999996,825.65601,190.27999999
1982,Singapore,1,3,9.0900002,2.217,53.688,54.159,5.645
1982,Sweden,1,12,224.09999,232.10001,3485.7002,2760.8,428.19998
1982,Switzerland,1,1,0,2.017,67.042999,8.2369995,5.7730002
1982,United Kingdom,6,110,778.808012,7193.616999,10148.049321666667,68081.5918,8328.313971
1982,United States,496,12747,29737.8668602476,136698.809527791,2552.0141600300612,1368229.4034675101,190766.216932883
1983,Canada,14,103,423.741157,4324.9296681,3939.600992642857,30343.70559,5111.3674009999995
1983,Ireland,5,292,272.0030021,229.112,1272.611794,7344.42206,698.952989
1983,Israel,1,1,5.0180001,18.709,291.54401,132.073,24.691
1983,Japan,14,2750,4066.158992,12863.9719,11829.884214285714,197489.5969,20554.0799
1983,Netherlands,2,416,1261,1292,10939.002,26766.004,2509.004
1983,Panama,2,30,99.758003,86.30199899,507.12350005,884.64101,213.05500999999998
1983,Singapore,1,2,10.331,7.0640001,89.997002,67.314003,3.921
1983,Sweden,2,25,543.3,507,5180.94945,15380.3,1139.79999
1983,Switzerland,1,2,0,2.375,61.881001,8.54,5.152
1983,United Kingdom,10,164,899.059993,6447.107,6560.498009,79435.6582,10423.283044
1983,United States,514,12794,32351.9849030842,117893.0269312131,2926.9408930426875,1429531.956383332,218702.937989092
1984,Canada,22,137,423.74369552,3453.845799604,2404.5906445238097,30110.5088461,5665.7082177
1984,Ireland,5,371,287.3450072,281.865,1323.941244,8465.88709,1051.951003
1984,Israel,1,3,7.4699998,16.993999,306.17099,147.62199,-10.838
1984,Japan,17,3810,4706.7429551000005,7922.6149590000005,7724.1684888235295,190497.06278,17008.508228
1984,Netherlands,4,576,1389.066092,1779.145003,6337.508005,32316.95094,3171.844027
1984,Panama,1,24,117.162,82.026001,1093.114,916.461,204.43401
1984,Singapore,1,3,13.679,7.0289998,115.391,119.641,25.377001
1984,Sweden,4,56,667,800.5419899999999,3987.2682,18886.383,1938.6699800000001
1984,Switzerland,1,2,0,0.54000002,53.637001,16.139,7.5339999
1984,United Kingdom,9,195,1109.206015,8227.657025,8572.769788888889,84537.9439,13945.278411
1984,United States,573,14986,39912.876948247,124739.613913876,2556.0594874839285,1502466.3835459584,229723.494529635
1985,Canada,18,177,529.82483509,3231.6598613,2671.3102952777776,26039.076448,5032.52939411
1985,France,1,141,393.60599,480.58499,7036.9531,4343.5161,287.043
1985,Ireland,5,392,318.8570151,319.92100600000003,1593.114582,9298.13102,1113.992993
1985,Israel,2,3,12.8360001,13.4270001,177.215995,215.26700599999998,-59.133998
1985,Japan,17,4450,7990.448163,77312.86220999999,13938.779523529412,290689.69,33787.502242
1985,Netherlands,4,619,1955.21599,2785.918,8041.3165325,43889.50899,4215.65599
1985,Norway,1,5,50.385998,835.849,6023.0781,5529.6411,921.32001
1985,Panama,1,36,127.714,55.223,1226.343,948.54901,217.308
1985,Singapore,1,1,18.888,11.895,114.78101,125.102,0.115
1985,South Africa,1,3,0,1.7130001,2.973,1.4069999,-0.057000004
1985,Sweden,4,63,857.49603,1237.29902,4990.503549999999,23589.1561,2244.4890100000002
1985,Switzerland,1,7,0,848.479,12226.198,20496,2740.625
1985,United Kingdom,12,273,1829.3729604,10598.347922,9199.42116,113933.07118,19496.769058
1985,United States,582,15483,38273.795214567,126628.1979261602,2470.539458248786,1444915.2717126673,220681.959144306
1986,Canada,18,162,721.38061175,3976.7115559999997,3391.413472411765,30309.24884,7456.73462208
1986,Finland,1,3,4.598,10.551,301.16699,248.638,29.558001
1986,France,2,103,1016.22101,1316.4930399999998,8847.047849999999,13915.372500000001,1404.4579800000001
1986,Ireland,5,350,331.6530087,434.868992,1641.869,10814.25512,1247.6589900000001
1986,Israel,3,16,17.2679996,13.0939999,132.78599866666667,304.64198899999997,7.198000199999997
1986,Italy,1,1,168,762,13678,10066,1016.0001
1986,Japan,17,4642,10626.107827,21545.483631,17697.556188235296,333850.492,36386.05791
1986,Netherlands,4,632,2571.801991,3208.68108,11029.6225025,50076.26482,5141.66403
1986,Norway,1,6,83.886002,1438.537,8601.0107,7687.1865,810.94904
1986,Panama,2,47,143.024,57.40499899,633.818,996.99896,270.63999000200005
1986,Singapore,1,3,11.041,1.4569999,90.318001,64.771004,-3.3590002
1986,Sweden,4,79,1106.327999,2203.66303,6583.47755,28078.4221,2731.86798
1986,Switzerland,2,14,0,949.92398,7790.7129995,23578.3120001,2991.81200002
1986,United Kingdom,13,296,2587.5810114,12590.372224,9819.035544615384,113159.02864,20968.019221
1986,United States,620,13778,41281.886184848,116198.2169876528,2486.154619770422,1435108.19291742,214105.484382125
1987,Belgium,1,49,0,0,NaN,0,0
1987,Canada,22,198,774.19285218,4372.76879312,3115.4289122272726,47154.111644,8633.93796802
1987,Finland,1,8,9.0570002,20.625,418.97198,355.31201,36.450001
1987,France,2,112,1268.8519900000001,1371.52395,10852.626499999998,17275.1568,1785.4029
1987,Ireland,5,421,317.1039987,438.715991,1719.115812,10690.57993,1421.7689599999999
1987,Israel,2,23,14.416000799999999,15.036999999999999,176.60001,270.799,21.6860003
1987,Italy,1,5,215,819,17880,11090,1381
1987,Japan,154,11227,21252.1618393,27479.26805,6341.637808246754,995300.64549,68478.9885292
1987,Luxembourg,1,6,0,27.799999,2141.4001,488.70001,42.399998
1987,Netherlands,4,837,3349.5769099999998,4243.74886,11909.100025,60647.857899999995,6338.485909999999
1987,Norway,1,4,106.128,1271.124,9721.9678,8764.082,1230.6019
1987,Panama,1,41,175.12201,84.299995,1144.6001,1129.2001,337.70001
1987,Singapore,1,2,9.0220003,1.105,83.976997,66.856003,0.44100001
1987,South Africa,1,1,0,1.6539999,5.6849999,2.1389999,-0.588
1987,Sweden,4,115,1456.885,1730.12698,7907.818525,36535.4102,3366.22303
1987,Switzerland,3,26,0,1249.442,6607.531667,27728.775001,3802.12509998
1987,United Kingdom,14,385,3506.2120043,14127.743806,11199.784552857143,138669.22517,25391.197724
1987,United States,699,15608,46453.603002993,108037.4235995235,2402.1525120055508,1590815.593226431,244009.2099319756
1988,Antigua and Barbuda,1,5,0,7.408,110.87199,91.419006,12.71
1988,Australia,1,1,3.8879998,4.8059998,98.737007,219.252,19.277
1988,Belgium,1,66,0,0,587.9989,0,120.64607
1988,Canada,18,161,892.3658711200001,5657.91426718,4136.466803488889,49680.639553,10307.32304286
