region,sic_2d,year,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
Asia Pacific,10,1993,1,2,56,2080,20472,12218,2712
Asia Pacific,10,1994,1,4,83,2521,21776,12754,2986
Asia Pacific,10,1995,1,1,151.62,3359.58,28113.54,15260.95,2871.2
Asia Pacific,10,1996,1,1,149,3625,28029,15983,2060
Asia Pacific,10,1997,1,1,113,2813,23213,13264,-981
Asia Pacific,10,1999,1,6,0,0,NaN,0,0
Asia Pacific,10,2000,1,3,56,881,17521,12841,1521
Asia Pacific,10,2001,1,4,18,1267,14885,10578,1919
Asia Pacific,10,2002,1,7,26,2749,29862,16029,3596
Asia Pacific,10,2003,1,1,40,2919,28877,15755,4025
Asia Pacific,10,2004,1,3,19,3043,31179,23118,6034
Asia Pacific,10,2005,1,5,33,4364,42110,29919,9356
Asia Pacific,10,2006,1,3,76,6005,48516,32735,12632
Asia Pacific,10,2007,1,7,169,7158,58168,39940,16314
Asia Pacific,10,2008,1,8,244,8908,75889,59932,27705
Asia Pacific,10,2009,1,8,156,10735,78770,50535,17066
Asia Pacific,10,2010,2,9,65,10722.96,46162.59,54214.15,25511.61
Asia Pacific,10,2011,1,6,74,12387,102891,72065,36853
Asia Pacific,10,2012,1,6,75,20837,129272.99,72556,33407
Asia Pacific,10,2013,2,5,64,22899,69054.52,66604,27045.37
Asia Pacific,10,2014,1,6,43,17003,151413,67927,30350
Asia Pacific,10,2015,1,2,0,0,0,0,-0.12
Asia Pacific,10,2016,2,2,0,7711,59476.5,31356,4572.95
Asia Pacific,13,1989,1,60,0,0,2315.21,442.73,331.06
Asia Pacific,13,1990,1,35,0,0,2284.67,547.16,358.3
Asia Pacific,13,1991,1,51,0,148.06,2110.32,508.81,143.2
Asia Pacific,13,1992,1,41,0,133.12,1955.8,492.43,337.75
Asia Pacific,13,1993,1,47,0,194.54,1920.4,490.61,181.17
Asia Pacific,13,1994,1,43,0,200.34,2246.2,523.87,321.98
Asia Pacific,13,1995,1,44,0,145.67,2166.8,522.69,340.24
Asia Pacific,13,1996,1,85,0,282.81,2735.44,604.14,400.3
Asia Pacific,13,1997,1,57,0,447.97,2629.58,523.16,346.99
Asia Pacific,13,1998,1,20,0,338.79,2593.76,482.68,299.72
Asia Pacific,13,1999,1,10,0,291.54,3004.55,654.07,433.78
Asia Pacific,13,2006,1,1,0,30.65,864.19,1787.65,270.5
Asia Pacific,13,2008,1,2,0,3352.46,10429.02,4184.46,3070.93
Asia Pacific,13,2009,1,1,0,119.02,2844.23,4685.56,524.86
Asia Pacific,13,2010,2,3,0,2198.99,7229.85,9004.07,3792.8199999999997
Asia Pacific,13,2011,2,3,0,3629.51,13413.06,10803.7,3316.5
Asia Pacific,13,2012,1,1,0,2805.79,19637.02,6840.24,4672.53
Asia Pacific,13,2013,4,6,0,7202.67,17099.59,24557.4,10988.02
Asia Pacific,13,2014,1,1,0,2757.57,18262.57,3329.68,511.63
Asia Pacific,13,2015,2,2,0,1530.3999999999999,10024.93,9122.98,-991.2500000000001
Asia Pacific,13,2016,1,1,0,1608,24753,4075,2633
Asia Pacific,14,2001,1,1,0.1,101.31,1437.36,841.11,140.41
Asia Pacific,14,2003,1,1,0.96,187.28,2286.21,2231.08,303.82
Asia Pacific,14,2007,1,1,0,635.81,12532.07,5301.85,974.62
Asia Pacific,14,2009,1,1,0,1732.82,17871.52,6502.71,934.73
Asia Pacific,15,1987,1,1,0,0,13403.16,9945.99,323.07
Asia Pacific,15,1988,1,2,0,0,14772.35,11414.13,402.92
Asia Pacific,15,1989,1,2,66.22,0,14240.55,10611.83,435.51
Asia Pacific,15,1990,2,4,236.82,0,13079.54,19037.78,1116.26
Asia Pacific,15,1991,1,3,105.57,0,23477.39,15241.19,959.87
Asia Pacific,15,1992,2,3,380.35,0,18631.18,28399.94,1513.0500000000002
Asia Pacific,15,1993,2,6,430.95,0,20365.31,31470.46,1455.42
Asia Pacific,15,1994,1,3,326.12,0,9906.96,11839.89,703.46
Asia Pacific,15,1995,1,5,275.26,0,8500.73,10065.64,893.47
Asia Pacific,15,1996,2,11,257.41,0,8491.47,19147.62,1632.37
Asia Pacific,15,1997,2,7,321.37,0,14405.38,21826.3,1058.3600000000001
Asia Pacific,15,1998,3,7,241.33,0,12939.02,30205.88,1466.3200000000002
Asia Pacific,15,1999,2,9,371,583.37,15470.88,25362.89,1152.33
Asia Pacific,15,2000,2,4,278.02,475.93,12441.19,21258.91,991.36
Asia Pacific,15,2001,2,7,245.45,363.07000000000005,10436.32,19008.79,826.03
Asia Pacific,15,2002,2,13,280.95,340.57,11150.69,20611.7,882.7099999999999
Asia Pacific,15,2003,2,17,319.14,325.24,12139.5,23243.129999999997,1178.6
Asia Pacific,15,2004,2,13,298.85,352.85,11985.26,23977.61,1150.99
Asia Pacific,15,2005,2,18,275.34000000000003,309.57,11261.96,22299.309999999998,1125.8
Asia Pacific,15,2006,2,17,284.28,401.24,12146.22,23708.24,1190.23
Asia Pacific,15,2007,2,22,351.68,416.39,12660.12,26806.38,1352.76
Asia Pacific,15,2008,2,17,353.26,315.28,12293.19,26079.769999999997,834.36
Asia Pacific,15,2009,1,13,256.86,396.48,8422.13,9184.4,787
Asia Pacific,15,2010,2,28,402.14,322.94,13183.67,25739.17,1585.29
Asia Pacific,15,2011,1,16,311.24,315.52,10051.41,11728.31,1131.83
Asia Pacific,15,2012,2,23,370.11,376.90999999999997,12979.85,26005.02,1488.99
Asia Pacific,15,2013,1,33,269.15,277.5,9331.05,10785.97,1163.95
Asia Pacific,15,2014,2,37,334.56,347.21999999999997,11272.38,22400.96,1651.47
Asia Pacific,15,2015,3,31,419.35,1084.66,13291.55,38866.68,3664.17
Asia Pacific,15,2016,1,34,306.55,316.17,8465.99,9561.74,1197.16
Asia Pacific,20,1987,2,31,0,0,3202.77,6198.34,241.35000000000002
Asia Pacific,20,1988,2,31,0,0,3409.12,6075.88,211.29
Asia Pacific,20,1989,3,36,0,645.59,4771.6,9832.93,798.2600000000001
Asia Pacific,20,1990,3,28,110.24,555.94,5476.78,12160.67,1071.92
Asia Pacific,20,1991,3,41,0,0,2919.4,9199.33,266.07
Asia Pacific,20,1992,2,24,0,0,4459.28,8950.710000000001,242.12
Asia Pacific,20,1993,2,33,0,0,4870.68,9752.54,252.61
Asia Pacific,20,1994,2,49,0,0,6110.6,12368.34,399.38
Asia Pacific,20,1995,2,41,0,0,5096.45,10280.17,784.58
Asia Pacific,20,1996,4,49,162.82,575.53,5975.48,19350.05,2085.05
Asia Pacific,20,1997,3,46,154.66,539.95,6580.8,15578.439999999999,1751.8600000000001
Asia Pacific,20,1998,3,59,7.38,0,3795.21,12428.220000000001,971.86
Asia Pacific,20,1999,2,54,389.43,595.87,5504.55,11629.72,1026.69
Asia Pacific,20,2000,2,55,350.53999999999996,489.27,4669.39,10113.869999999999,874.05
Asia Pacific,20,2001,2,75,345.86,453.77000000000004,4440.65,9849.51,860.75
Asia Pacific,20,2002,3,88,381.5,706.31,3955.29,14002.45,1193.71
Asia Pacific,20,2003,3,59,441.55,631.83,4572.2,16552.82,1484.52
Asia Pacific,20,2004,3,80,433.73,738.1999999999999,4560.72,16309.130000000001,1522.6799999999998
Asia Pacific,20,2005,3,55,410.03000000000003,739.3100000000001,4435.99,15393.85,1363.82
Asia Pacific,20,2006,4,77,652.42,1296.17,7578.87,26477,3039.93
Asia Pacific,20,2007,3,89,491.44,906.0400000000001,5539.05,19434.58,1783.52
Asia Pacific,20,2008,4,73,1096.93,2269.48,11263.58,40632.33,4539.99
Asia Pacific,20,2009,2,61,1010.06,1593.8700000000001,21158.44,33139.82,4080.64
Asia Pacific,20,2010,2,76,1124.3899999999999,1796.05,22717.72,37041.07,5062.79
Asia Pacific,20,2011,3,76,1196.81,1727.85,17821.74,41163.61,5611.02
Asia Pacific,20,2012,2,68,457.62,1051.77,15812.4,30711.129999999997,3293.9300000000003
Asia Pacific,20,2013,2,72,413.24,879.63,13823.43,25937.1,2898.7200000000003
Asia Pacific,20,2014,3,43,370.05999999999995,917.6999999999999,9800.93,26464.97,2988.82
Asia Pacific,20,2015,3,57,885.8199999999999,1485.26,15790.93,41723.770000000004,5093.4800000000005
Asia Pacific,20,2016,3,65,864.1099999999999,1748.33,16701.86,39656.19,5017.65
Asia Pacific,21,1992,1,9,0,0,15293.31,29008.96,750.61
Asia Pacific,21,1993,1,17,0,0,17448.82,33028.57,1077.4
Asia Pacific,21,1994,1,25,367.95,0,22173.48,40537.93,1482.45
Asia Pacific,21,1995,1,19,326.77,0,19594.52,33228.88,1285
Asia Pacific,21,1996,1,23,291.41,0,17030.12,29864.16,1261.91
Asia Pacific,21,1997,1,13,283.37,0,15438.05,26973.3,971.31
Asia Pacific,21,1998,1,21,313.81,0,18817.57,32732.64,2174.89
Asia Pacific,21,1999,1,13,463.88,1010.43,30178.88,42619.3,2854.98
Asia Pacific,21,2000,1,27,375.72,763.62,25441.6,35922.91,2294.19
Asia Pacific,21,2001,1,20,397.64,690.76,23111.44,34286.59,2353.35
Asia Pacific,21,2002,1,17,375.33,879.58,24940.21,37880.55,2744.73
Asia Pacific,21,2003,1,15,406.68,811.06,29173,44544.68,3537.09
Asia Pacific,21,2004,1,16,378.99,673.05,27877.47,43605.77,3732.19
Asia Pacific,21,2005,1,10,318.11,702.72,25762.61,39335.96,3662.48
Asia Pacific,21,2006,2,9,349.24,1125.19,16318.83,43415.79,5002.889999999999
Asia Pacific,21,2007,2,30,453.35,1542.7599999999998,27741.84,67597.6,7256.9800000000005
Asia Pacific,21,2008,1,11,478.94,1138.3,39288.69,69187.12,5475.44
Asia Pacific,21,2009,2,16,531.09,1430.04,22934.07,68741.6,5759.04
Asia Pacific,21,2010,1,26,643.75,1583.26,43090.56,74729.06,5432.63
Asia Pacific,21,2011,2,29,651.49,1412.1299999999999,24990.79,27930,8102.9
Asia Pacific,21,2012,1,24,603.79,1213.11,40910.98,22514.25,6889.8
Asia Pacific,21,2013,1,35,554.45,1284.16,44775.47,23301.6,7584.99
Asia Pacific,21,2014,2,17,400.52,1192.1,23015.43,21730.63,6408.48
Asia Pacific,21,2015,1,20,480.56,972.63,37900.65,18732.2,5855.98
Asia Pacific,21,2016,2,16,519.94,1000.73,24409.18,22112.32,7645.21
Asia Pacific,22,1987,2,18,95.12,0,2913.01,5547.55,311.73
Asia Pacific,22,1988,1,14,73.91,0,3711.58,3799.56,186.64
Asia Pacific,22,1989,2,22,90.04,0,2950.77,4889.48,217.47
Asia Pacific,22,1990,2,21,103.55,0,3350.23,5808.1900000000005,216.96
Asia Pacific,22,1991,2,23,118.6,0,3642.4,6333.8499999999995,237.5
Asia Pacific,22,1992,2,27,146.87,0,3930.48,6881.29,203.98000000000002
Asia Pacific,22,1993,2,25,161.69,0,4318.88,6977.68,120.83000000000001
Asia Pacific,22,1994,2,26,194.12,0,5148.35,8446.32,184.28
Asia Pacific,22,1995,2,38,157.82,0,4219.35,6347.08,389.49
Asia Pacific,22,1996,2,31,132.77,0,3610.38,5729.85,395.83000000000004
Asia Pacific,22,1997,2,39,121.22,0,3379.01,5402.73,380.96
Asia Pacific,22,1998,2,49,118.4,0,3878.36,5485.6,331.9
Asia Pacific,22,1999,2,58,176.67000000000002,411.44000000000005,4393,6262.51,511.99
Asia Pacific,22,2000,2,63,133.32,291.31,3489.48,5078.46,451.19
Asia Pacific,22,2001,2,68,113.76,243.4,3597.42,4594.36,381.56
Asia Pacific,22,2002,2,62,123.76,243.38,3584.7,5123.27,463.26
Asia Pacific,22,2003,2,72,146.98000000000002,215.46,4162.56,5778.08,592.8199999999999
Asia Pacific,22,2004,2,41,141.98000000000002,241.84,4122.56,5955.9400000000005,607.73
Asia Pacific,22,2005,2,41,166.98,295.85,4266.47,5772.45,592.9100000000001
Asia Pacific,22,2006,2,28,191.99,282.65,4174.52,6262.59,624.1800000000001
Asia Pacific,22,2007,2,26,234.45999999999998,516.37,4613.65,7567.219999999999,755.29
Asia Pacific,22,2008,2,28,228.87,400.11,4104.64,6617.01,518.1800000000001
Asia Pacific,22,2009,2,25,204.47,296.11,4260.74,6003.54,505.28999999999996
Asia Pacific,22,2010,2,28,268.33,294.89,5569.6,8035.950000000001,867.27
Asia Pacific,22,2011,2,27,329.38,379.63,5908.72,8857.33,674.88
Asia Pacific,22,2012,2,24,296.04,381.89,5306.17,8385.810000000001,711.86
Asia Pacific,22,2013,1,17,101.7,197.55,4430.08,3413.69,326.36
Asia Pacific,22,2014,2,24,264.85,420.8,4771.61,7297.66,660.98
Asia Pacific,22,2015,1,12,100.26,150.92,3956.72,3095.01,334.25
Asia Pacific,22,2016,1,3,99.71,153.88,4044.32,2956.03,343.35
Asia Pacific,23,1984,1,1,3.62,27.7,535.85,454.26,66.28
Asia Pacific,23,1990,1,3,9.19,30.76,1312.18,995.7,89.52
Asia Pacific,23,1993,1,1,0,38.18,1772.99,1472.95,121.74
Asia Pacific,23,1994,1,2,0,34.06,2122.15,1763.62,153.11
Asia Pacific,23,1995,1,1,0,14.53,1846.51,1487.5,132.28
Asia Pacific,23,1996,1,2,0,20.04,1600.3,1360.57,123.93
Asia Pacific,23,1997,1,1,0,44.6,1580.25,1276.03,115.87
Asia Pacific,23,1998,1,2,0,72.65,1974.31,1435.41,111.23
Asia Pacific,23,1999,1,1,0,75.51,2314.04,1615.27,134.33
Asia Pacific,23,2000,1,1,0,9.42,1850.1,1290.61,102.67
Asia Pacific,23,2001,1,2,0,18.72,1687.9,1227.05,86.35
Asia Pacific,23,2002,1,2,0,17.82,1847.25,1386.54,92.61
Asia Pacific,23,2003,1,2,0,22.44,2157.83,1566.09,87.6
Asia Pacific,23,2004,1,1,0,50.53,2109.64,1501.29,75.65
Asia Pacific,23,2006,1,5,0,21.57,2128.84,1415.53,141.68
Asia Pacific,23,2007,1,1,7.67,12.13,2419.82,1660.1,173.23
Asia Pacific,23,2008,1,1,7.75,23.82,2153.16,1737.53,148.63
Asia Pacific,23,2009,1,3,8.33,42.8,2391.72,1748.36,104.6
Asia Pacific,23,2010,1,3,9.85,32.16,2602.04,2002.49,132.15
Asia Pacific,23,2011,1,2,9.72,32.86,2682.9,2085.88,187.48
Asia Pacific,23,2012,1,2,8.37,25.39,2695.44,1881.41,167.09
Asia Pacific,23,2013,1,1,7.85,21.99,2641.17,1881.73,183.49
Asia Pacific,23,2014,1,2,7.24,25.78,2503.1,1598.58,151.84
Asia Pacific,23,2015,1,1,7.46,67.12,2605,1804.99,166.16
Asia Pacific,23,2016,1,1,7.27,49.4,2647.5,1758.2,144.48
Asia Pacific,26,1988,1,2,0,0,5056.72,4536.59,504.5
Asia Pacific,26,1989,2,4,3.03,0,3539.8,5741.24,601.03
Asia Pacific,26,1990,2,10,6.01,240.13,4618.47,7337.26,618.9000000000001
Asia Pacific,26,1991,2,7,12.19,0,3672.27,5767.03,325.81
Asia Pacific,26,1992,2,12,16.8,0,4010.65,6367.860000000001,275.03
Asia Pacific,26,1993,2,20,21.64,0,5375.16,7554.67,271.25
Asia Pacific,26,1994,3,16,43.56999999999999,323.16,5684.8,14340.15,916.62
Asia Pacific,26,1995,2,6,20.01,0,5450.29,8923,1179.3899999999999
Asia Pacific,26,1996,2,7,53.91,503.02,3306.65,6154.05,520.99
Asia Pacific,26,1997,3,11,63.62,362.93,6626.85,15833.92,1726.73
Asia Pacific,26,1998,3,22,65.5,265.58,6841.76,15048.5,1331.02
Asia Pacific,26,1999,2,22,157.21,738.8100000000001,9176.65,13105.03,1314.32
Asia Pacific,26,2000,3,29,144.51,810.14,5968.75,15592.91,1883.49
Asia Pacific,26,2001,3,33,135.78,808.9000000000001,5699.24,13008.02,1325.59
Asia Pacific,26,2002,3,27,162.71,805.62,6655.05,15700.55,1574.72
Asia Pacific,26,2003,3,36,186.51,1281.31,7817.93,20089.11,2411.18
Asia Pacific,26,2004,3,41,184.63,1138.79,7917.21,19918.38,2421.19
Asia Pacific,26,2005,3,40,176.18,1363.73,7969.49,20281.22,2335.34
Asia Pacific,26,2006,3,20,166.55,1364.24,8127.72,20547.75,2310.73
Asia Pacific,26,2007,3,21,206.22,1722.19,9234.2,23722.260000000002,2292.42
Asia Pacific,26,2008,3,32,202.97,1847.8500000000001,8919.23,23635.61,2171.73
Asia Pacific,26,2009,3,20,193.01999999999998,1499.44,8721.16,21980.48,2563.04
Asia Pacific,26,2010,3,42,228.91000000000003,1439.07,10544.25,25155.43,2854.91
Asia Pacific,26,2011,3,49,285.85,1394.1499999999999,11382.6,30502.37,2928.6
Asia Pacific,26,2012,3,51,247.23,1566.96,11114.09,27690.33,2676.35
Asia Pacific,26,2013,2,45,126.62,489.46000000000004,6784.7,13361.2,1399.9
Asia Pacific,26,2014,2,49,128.12,393.98,5560.94,11959.97,1559.4199999999998
Asia Pacific,26,2015,3,24,217.68,952.79,9227.79,24243.86,2868.47
Asia Pacific,26,2016,2,45,135.93,465.96999999999997,5571.06,11269.23,1518.5
Asia Pacific,27,1987,1,5,0,0,5306.4,5706,302.69
Asia Pacific,27,1988,1,4,0,0,5944.58,6907.91,424.25
Asia Pacific,27,1989,2,11,55.8,501.31,6493.71,13030.869999999999,1178.32
Asia Pacific,27,1990,2,11,76.92,710.63,7802.36,15875.130000000001,1469.6200000000001
Asia Pacific,27,1991,2,15,95.79,848.58,8659.19,18176.13,1689.83
Asia Pacific,27,1992,2,8,111.82,628.5,9769.05,19933.71,1819.24
Asia Pacific,27,1993,2,33,0,0,11069.7,21757.41,1345.83
Asia Pacific,27,1994,2,47,0,0,13562.6,26891.13,1894.05
Asia Pacific,27,1995,2,48,0,0,11530.81,22770.5,2571.71
Asia Pacific,27,1996,2,68,0,0,10346.53,20874.22,2488.87
Asia Pacific,27,1997,2,84,0,0,10316.17,19653.010000000002,2416.77
Asia Pacific,27,1998,2,114,0,0,11452.49,21050.25,2331.37
Asia Pacific,27,1999,2,93,408.91999999999996,1836.8000000000002,13420.12,24606.67,3000.4399999999996
Asia Pacific,27,2000,2,109,347.24,1356.98,11451.19,21033.86,2490.86
Asia Pacific,27,2001,2,90,320.75,1348.12,10515.92,19678.79,2255.4300000000003
Asia Pacific,27,2002,2,86,373.97,1366.28,11668.25,21592.06,2495.92
Asia Pacific,27,2003,2,98,456.04999999999995,1377.46,14326.26,25536.12,3036.48
Asia Pacific,27,2004,2,116,454.72,1453.63,14413.4,26535.66,3338.96
Asia Pacific,27,2005,2,90,477.4,1978.4900000000002,14376.81,25918.120000000003,3205.62
Asia Pacific,27,2006,2,110,501.72,2118.02,14981.14,26385.989999999998,2942.26
Asia Pacific,27,2007,2,100,655.38,2179,17008.03,32990.19,3647.2200000000003
Asia Pacific,27,2008,2,107,636.97,1931.76,16295.01,32426.82,2849.33
Asia Pacific,27,2009,2,134,623.3199999999999,1930.24,17569.08,33058.29,3210.62
Asia Pacific,27,2010,2,166,682.6800000000001,1718.56,20171.14,37950.259999999995,3574.44
Asia Pacific,27,2011,2,167,646.33,1746.81,19417.53,36672.05,2985.3500000000004
Asia Pacific,27,2012,2,164,546.96,1306.9,17054.25,31314.370000000003,2326.16
Asia Pacific,27,2013,2,170,491.7,1170.23,15958.31,28940.48,2188.5699999999997
Asia Pacific,27,2014,2,144,423.91999999999996,1011.15,15862.81,24928.05,1828.51
Asia Pacific,27,2015,2,142,443.20000000000005,1099.51,15998.24,26081.61,1968.69
Asia Pacific,27,2016,2,161,455.24,938.51,16776.1,25495.28,1842.0900000000001
Asia Pacific,28,1987,29,696,1940.07,0,3124.02,76337.03,5696.75
Asia Pacific,28,1988,31,755,2222.4,0,3342.63,82183.39,6836.52
Asia Pacific,28,1989,32,872,2355.43,130.37,3185.33,81048.06,6197.04
Asia Pacific,28,1990,34,964,3177,233.49,3722.68,101780.27,7129.56
Asia Pacific,28,1991,35,1058,4008.77,208.8,4000.25,111855.34,6837.81
Asia Pacific,28,1992,35,1090,4658.91,248.21,4536.33,123634.01,6565.63
Asia Pacific,28,1993,37,1266,4983.1,0,4739.74,133002.25,5833.89
Asia Pacific,28,1994,40,1278,6157.13,0,5609.92,159209.46,8500.33
Asia Pacific,28,1995,41,1113,5554.04,149.93,4616.04,144060.82,16946.5
Asia Pacific,28,1996,43,1064,5093.86,177.85,3974.19,135450.71,15819.55
Asia Pacific,28,1997,42,1123,5044.88,68.21,3869.59,129156.36,15247.58
Asia Pacific,28,1998,47,1369,5955.57,88.25999999999999,4138.82,145421.83,18024.49
Asia Pacific,28,1999,49,1453,8377.25,10240.91,4945.74,177873.44,24490.33
Asia Pacific,28,2000,49,1459,7378.87,8613.5,4343.88,157724.29,21799.89
Asia Pacific,28,2001,51,1601,6969.9800000000005,8298.65,3620.55,136432.63,18440.36
Asia Pacific,28,2002,50,1779,8188.18,10035.98,4558.73,164602.21,24309.71
Asia Pacific,28,2003,49,1581,9659.2,12059.17,5288.35,192473.29,31331.9
Asia Pacific,28,2004,48,1487,9747.84,11694.39,5656.74,212112.91,38428
Asia Pacific,28,2005,48,1118,10245.16,13677.28,6129.41,220030.06,39863.03
Asia Pacific,28,2006,49,1249,10708.54,19324.07,6572.5,239864.02,43559.24
Asia Pacific,28,2007,48,1057,14795.48,25431.05,7781.57,295079.52999999997,54864.73
Asia Pacific,28,2008,49,958,17103.16,23724.38,7381.24,291053.58,46116.8
Asia Pacific,28,2009,53,1232,16542.72,19059.11,7463.32,267968.74,43661.03
Asia Pacific,28,2010,54,1764,18474.68,17716.26,7843.49,323591.85,57848.6
Asia Pacific,28,2011,53,1852,21068.38,18950.59,9089.34,362016.69,62341.46
Asia Pacific,28,2012,52,1907,16528.05,17581.62,8420.22,309935.64,49508.67
Asia Pacific,28,2013,50,1772,14931.67,17282.97,8606.56,307314.53,49536.99
Asia Pacific,28,2014,54,1749,16511.38,16137.59,7922.11,292785.5,45377.87
Asia Pacific,28,2015,51,1827,14732.869999999999,17208.77,7912.39,272880.94,49383.44
Asia Pacific,28,2016,48,1661,14514.92,16449.4,8434.56,250956.02,48539.99
Asia Pacific,29,1987,1,10,0,0,12885.54,17431.94,262.88
Asia Pacific,29,1988,1,19,0,0,13416.07,16930.58,289.54
Asia Pacific,29,1989,1,17,0,0,13971.35,15983.6,178.51
Asia Pacific,29,1990,1,17,0,0,18970.44,20867.44,297.09
Asia Pacific,29,1991,1,19,0,0,21276.25,21228.45,321.36
Asia Pacific,29,1992,1,21,0,0,24988.24,24756.99,320.02
Asia Pacific,29,1993,1,22,0,0,25974.85,25105.28,396.73
Asia Pacific,29,1994,1,23,0,0,30558.91,30719.98,386.96
Asia Pacific,29,1995,1,26,0,0,25904.45,24145.28,752.61
Asia Pacific,29,1996,1,19,0,0,23893.06,21487.59,980.07
Asia Pacific,29,1997,1,20,0,0,21400.5,19693.55,902.74
Asia Pacific,29,1998,1,29,0,0,24610.46,20318.52,886.68
Asia Pacific,29,1999,1,12,110.86,768.61,36667.46,35050.07,1515.36
Asia Pacific,29,2000,2,12,81.54,482.14,16724.99,35257.51,1674.51
Asia Pacific,29,2001,1,1,78.84,600.3,25991.18,29800.2,1423.72
Asia Pacific,29,2002,1,1,218.12,8538.52,58351.33,29519.81,13435.27
Asia Pacific,29,2003,2,3,384.58000000000004,11045.25,47847.38,77921.06,18782.030000000002
Asia Pacific,29,2004,1,1,354.74,10928.29,73693.95,46956.2,23345.25
Asia Pacific,29,2007,1,1,0,23649.14,145330.92,114473.31,36531.13
Asia Pacific,29,2008,1,4,0,31574.35,175034.67,157001.98,35398.75
Asia Pacific,29,2009,1,3,0,37733.05,212468.38,149324.62,35239.31
Asia Pacific,29,2010,2,4,0,46864.67,160017.04,281718.48,55612.88
Asia Pacific,29,2011,1,1,2101.08,42576.94,304673.72,318378.6,50672.56
Asia Pacific,29,2012,1,1,2319.87,50038.36,348131.8,352369.3,52083.59
Asia Pacific,29,2013,1,4,2338.57,50233.74,386889.03,373015.53,53601.77
Asia Pacific,29,2014,1,5,2109.4,49407.06,387691.88,367946.7,55191.47
Asia Pacific,29,2015,2,4,1925,41107.759999999995,230505.34,308640.68,46529.61
Asia Pacific,29,2016,2,10,2661.7799999999997,38126.43,227111.03,283816.61,44234.88
Asia Pacific,30,1987,5,97,0,0,2842.96,14643.19,1093.76
Asia Pacific,30,1988,5,147,0,0,3886.74,18753.82,1316.38
Asia Pacific,30,1989,6,174,0,0,3565.54,21743.8,1486.34
Asia Pacific,30,1990,7,157,1.27,0,3614.58,25832.06,1453.22
Asia Pacific,30,1991,8,181,1.28,0,3683.28,28999.34,1538.8
Asia Pacific,30,1992,9,218,4.470000000000001,0,3494.93,30320.3,1785.07
Asia Pacific,30,1993,9,243,1.05,0,3778.77,31220.59,1429.9
Asia Pacific,30,1994,9,240,5.7,0,4276.3,32449.629999999997,2007.42
Asia Pacific,30,1995,10,219,4.19,0,3544.22,34237.73,2807.58
Asia Pacific,30,1996,9,207,3.74,0,3611.26,33470.17,4180.36
Asia Pacific,30,1997,9,240,3.34,0,3400.84,32612.54,4694.82
Asia Pacific,30,1998,9,329,3.3,0,3935.38,37789.6,4910.03
Asia Pacific,30,1999,9,338,426.14,878.48,4150.7,39899.840000000004,5764.16
Asia Pacific,30,2000,10,377,1027.05,2234.03,3625.88,34293.07,4589.99
Asia Pacific,30,2001,10,471,959.12,1868.8700000000001,3545.67,31606.27,3666.23
Asia Pacific,30,2002,10,498,1129.6699999999998,2072.43,3677.91,37038.12,4877.32
Asia Pacific,30,2003,11,546,1347.84,2973.92,3936.49,43692.799999999996,5798.83
Asia Pacific,30,2004,10,490,1429.34,3681,4647.45,47193.17,6486.67
Asia Pacific,30,2005,10,399,1360.14,3678.59,4729.94,46725.35,6340.39
Asia Pacific,30,2006,10,495,1423.3500000000001,4369.2,5164.51,50750.14,6111.01
Asia Pacific,30,2007,10,468,1621.93,5050.21,6120.85,63043.4,8270.41
Asia Pacific,30,2008,10,476,1906.51,5952.32,6102.44,66604.75,6475.09
Asia Pacific,30,2009,10,500,1743.45,3580.91,6271.29,57134.66,6523.12
Asia Pacific,30,2010,10,628,2011.8,4068.27,7085.84,72384.81,9426.84
Asia Pacific,30,2011,10,650,1975.7,4897.76,7499.93,77434.16,9302.23
Asia Pacific,30,2012,10,727,1905.8,5643.98,7538.15,71779.71,9954.62
Asia Pacific,30,2013,10,771,1765.96,5339.75,7437.89,70626.19,11022.94
Asia Pacific,30,2014,10,884,1632.18,4979.11,7209.12,65497.49,11014.11
Asia Pacific,30,2015,10,832,1719.66,5098.4800000000005,7091.6,68661.03,11766.49
Asia Pacific,30,2016,9,791,1643.65,3728.82,7858.31,60645.94,10440.61
Asia Pacific,32,1987,6,151,242.59,0,2540.82,13447.9,936.3100000000001
Asia Pacific,32,1988,6,157,267.96,0,2617.2,13616.6,1074.47
Asia Pacific,32,1989,6,224,344.83,0,2657.03,13267.23,1038.06
Asia Pacific,32,1990,6,193,415.2,0,3047.96,15987.5,967.12
Asia Pacific,32,1991,6,192,432.21999999999997,0,3551.7,17426,912
Asia Pacific,32,1992,6,225,467.49,0,3875.61,18948.5,692.13
Asia Pacific,32,1993,6,228,472.46,0,4477.63,19895.93,417.68
Asia Pacific,32,1994,6,208,249.12,0,5780.81,13593.38,518.82
Asia Pacific,32,1995,7,160,371.25,769.86,5039.26,25720.77,2812.05
Asia Pacific,32,1996,7,170,366.3,0,4198.94,21157.63,2264.37
Asia Pacific,32,1997,7,174,352.37,0,3922.99,19845.87,2284.59
Asia Pacific,32,1998,7,221,338.09,0,4411.74,21306.43,2369.54
Asia Pacific,32,1999,7,294,582.27,1778.53,5330.35,25097.12,3099.76
Asia Pacific,32,2000,7,267,498.01,1479.09,4536.97,21711.190000000002,3348.02
Asia Pacific,32,2001,8,338,492.36,1828.66,3927.1,21145.870000000003,2579.32
