region,sic_2d,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
Europe,99,38,33947,161027.47,85764.13,82638.53666666667,2365347.35,197522.08000000002
North America,10,235,6596,21574.07,84588.63,5031.258787878788,593546.28,158377.77
North America,12,14,14,97.18,2087.83,2091.857857142857,20082.62,4405.21
North America,13,769,28784,50152.83,864390.31,10663.320406824147,6239208.7,1276516.34
North America,14,66,305,273.04,5609.53,1165.12796875,57696.61,11985.49
North America,15,24,40,50.839999999999996,57.99,1037.0836363636363,23373.3,-3609.1000000000004
North America,16,79,440,48.6,9806.46,2991.532405063291,546907.31,25290.61
North America,17,26,31,2.17,678.19,752.0807692307692,20869.99,2038.2
North America,20,773,5892,33825.18,281960.25,9259.012212041886,7444641.87,1062672.71
North America,21,68,1455,15580.4,49978.08,34008.46220588235,1667505.39,482249.23
North America,22,232,1121,1679.1,12440.75,950.7664159292035,240104.71,28889.68
North America,23,106,247,81.34,7325.08,1745.7672115384617,233347.57,30114.02
North America,24,145,1023,2023.8,30174.27,4406.314685314685,457038.6,65140.21
North America,25,434,5650,10684.87,22309,1271.2106912442396,769692.38,76722.55
North America,26,746,26731,56090.11,205954.7,4844.7273035230355,3304724.89,547857.22
North America,27,254,1166,1707.39,16837.18,1514.5702822580645,409598.26,55542.05
North America,28,8394,181251,1374331.42,912421.82,2747.958998784933,15842098.55,3525347.14
North America,29,340,24009,56703.72,1243491.78,39615.59281437126,15354988.23,2263567.1
North America,30,705,8592,19777.42,60017.5,1711.456304347826,1440625.08,181734.16
North America,31,119,224,265.76,2158.25,516.9987068965518,87214.78,8954.76
North America,32,339,4146,5606.18,40722.53,2551.7026946107785,664568.66,104787.1
North America,33,700,4682,10421.36,119135.8,3030.8835994194483,1998952.54,220710.96
North America,34,1047,7066,15935.11,54665.68,1362.804427184466,1460074.41,205848.93
North America,35,4916,187538,619662.29,491955.77,2820.5919277108433,11799578.55,1675531.28
North America,36,6714,270965,733497.27,621749.78,1531.0585458137061,8225470.73,1679902.04
North America,37,1888,99771,707403.99,1221777.56,12827.427829124126,20002501.16,2328376.46
North America,38,5896,88516,282772.19,178188.97,1066.889852481777,4735027.79,808244.63
North America,39,529,6358,16728.79,18400.46,984.9421305182342,518626.07,78932.13
North America,40,47,106,0,93036.97,31949.438936170212,521483.09,200950.51
North America,41,1,1,0,41.22,694.39,1578.89,72.22
North America,42,94,824,202.9,89351.5,14154.346195652173,2282222.39,150577.53
North America,44,42,96,0,7629.26,2236.349756097561,39881.7,9018.53
North America,45,98,449,33.6,143552.29,17144.624897959184,1589908.57,181394.9
North America,46,6,8,0,8963.15,12713.595,69662.45,5470.95
North America,47,15,21,2.23,2294.36,5140.83,37561.05,7353.4800000000005
North America,48,761,40852,54239.1,1615482.89,31501.702887700536,11087265.51,3377711.74
North America,49,617,1428,109.07,657151.55,17137.18217886179,3350202.96,1020478.13
North America,50,291,726,864.7,10979.48,1309.6244405594405,661242.78,45399.97
North America,51,187,436,6726.22,26920.28,6977.897228260869,3904471.09,108215.43
North America,52,20,34,0,35488.34,29053.816,1005446.3,120048.93
North America,53,62,807,0,252568.65,69334.6214516129,8067358.5,563172.03
North America,54,17,22,0,3790.84,3733.9676470588233,142278.45,10053.61
North America,55,22,34,0,2195.99,2573.8536363636363,75781.89,5150.92
North America,56,50,87,0,4709.1,1254.6112,122696.06999999999,14116.12
North America,57,29,79,0,3755.5299999999997,2494.8675,163911.71,12835.52
North America,58,65,150,47.5,28488.079999999998,5052.658769230769,333357.48,80667.97
North America,59,169,5277,59502.28,58409.36,8729.13418181818,2884447.84,179968.5
North America,60,285,3735,94.41,41271.32,352431.4888028169,6179260.39,2483337.71
North America,61,124,1197,38.660000000000004,57928.2,565965.162601626,3836260.3,2180233.28
North America,62,229,1336,1561.56,59127.03,144824.73106666666,2102457.21,1010478.38
North America,63,185,734,1.8,60463.73,114615.75891891892,3394648.33,339802.05
North America,64,19,21,96.89999999999999,986.54,2046.575294117647,21761.33,6167.62
North America,65,67,103,112.57000000000001,679.15,373.40328358208956,19854.38,2200.9
North America,67,444,7493,8094.66,11813.64,1053.9872222222223,121401.61,33564.3
North America,70,22,48,3.18,573.45,517.0704761904761,13639.93,1554.91
North America,72,42,63,39.379999999999995,1759.1299999999999,1483.6565853658537,59820.95,11857.13
North America,73,3847,224762,788098.04,489071.25,3500.4074172008545,8537785.17,2029064.1
North America,75,12,19,1.44,16310.630000000001,8025.5633333333335,47338.44,14131.82
North America,76,15,33,0.85,104.1,124.50142857142858,3099.83,122.59
North America,78,43,161,3561.52,4593,3646.83511627907,93854.13,14262.19
North America,79,68,117,104.99,16739.18,5524.90234375,163093.12,36225.08
North America,80,297,1107,1861.62,6096.72,748.5500347222222,179640,30182.56
North America,81,2,2,0,13.91,387.11,673.0699999999999,83.86
North America,82,24,42,52.46,886.35,1275.5560869565218,23553.31,3331.5
North America,86,1,1,17.2,3.67,58.13,65.36,-14.16
North America,87,525,1623,2814.29,6065.1,399.2153786407767,203278.95,19901.55
North America,99,363,53251,158686.8,359175.37,43847.208666666666,4734596.18,1099719.68
Other,10,26,194,10000.460000000001,124330.02,51075.765,477935.42,191756.13
Other,23,6,8,73,96.06,437.485,3300.13,275.86
Other,26,4,9,3.7,2583.5099999999998,5473.1425,6820.07,3106.69
Other,28,144,1364,19762.04,18612.11,4668.384685314685,310769.05,79088.79
Other,29,49,433,13888.18,437131.47,72325.36204081633,1840931.98,476912
Other,32,3,6,7.12,122.52000000000001,354.29333333333335,1063.62,259.95
Other,33,6,6,27.77,2463.41,4328.516666666666,12375.37,2556.05
Other,35,62,139,821.82,242.26,132.30333333333334,4857.2300000000005,244.4
Other,36,150,608,3433.41,3405.2,346.3460416666667,34354.26,3036.97
Other,37,15,71,591.13,2678.86,5586.340666666667,52827.98,7183.73
Other,38,108,576,2273.34,391.44,198.35564814814816,15530.94,1566.72
Other,39,1,1,1.08,0.46,9.8,14.33,0.17
Other,45,2,2,0.5900000000000001,3.31,31.125,53.47,9.57
Other,48,2,3,8.46,2.43,157.5,274.68,67.72
Other,49,8,12,21.18,82,179.85875000000001,1027.59,228.76999999999998
Other,65,5,10,13.59,1203.28,4592.128000000001,1321.46,700.6899999999999
Other,67,3,4,52.2,23.03,268.8466666666667,544.87,47.41
Other,70,19,132,192.79,80.98,288.84,3480.83,102.86999999999999
Other,73,93,420,6082.2699999999995,1751.47,1235.3675,61271.08,13582.7
Other,99,4,5,72.5,10.84,5593.855,1991.3000000000002,518.44
