year,sic_2d,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
1982,13,18,404,1051.2530145,11244.319903998,4855.036414576471,88865.2504225,16422.72790021
1982,14,2,4,6.1029997,114.3379999,433.99749,844.21998,135.93200004
1982,16,1,15,12.2,37.139999,942.00403,1614.856,78.054001
1982,20,11,115,312.3309972,2463.1420009,2615.320143636364,49776.397320000004,5834.390104
1982,21,1,24,0,957.09998,9691.8955,9101.5938,1789.6011
1982,22,4,19,21.225,299.94037629999997,744.1459825,4114.90844,355.035263
1982,23,3,4,1.243,73.1079968,620.0232996666666,3168.6869030000003,360.64401999
1982,24,2,23,54.8740009,579.55699,3107.7120400000003,4541.08697,554.421021
1982,25,7,26,25.44700002,102.88700202,230.06914557142858,2454.049012,276.92600600000003
1982,26,18,371,524.264212298,3043.11204959,1754.5155112777777,33552.826665,3698.45041898
1982,27,4,12,4.86900019,103.90600071,324.445015,1921.87012,288.02498099999997
1982,28,66,3125,5878.99638201,13841.42636512,2324.865173865303,187026.9393104,24719.1203551
1982,29,12,985,2056.8849999999998,38095.067011,22730.729488333334,380679.14281,45790.10471
1982,30,11,101,300.96800962,442.67900118,704.9374633636364,12593.160555,1274.7690038
1982,31,1,2,0,10.342,179.709,316.90701,28.070999
1982,32,5,195,115.197004,536.8589939999999,1514.176938,9444.7891,784.5949969999999
1982,33,18,155,265.6904051,3018.679689,2488.011953235294,32544.37096,1133.52696602
1982,34,27,164,149.8749990496,863.814006997,460.94345385555556,16952.6939323,1828.888971698
1982,35,87,2632,5581.923982162,9516.823077426,1305.3467268275863,118795.56675330001,14989.300913904
1982,36,78,2409,4177.282987479,7056.691294539,996.5066700038961,91115.1057543,10606.076632311
1982,37,44,1529,7183.65991045,15470.89667731,3508.4894612022727,218569.7530771,16754.331162039998
1982,38,67,1696,3241.238637498,3616.964400628,740.506082698125,56129.107492020004,6403.57026763
1982,39,5,41,103.40599900299999,247.0789959,731.5654074,5204.476106,507.49198010000003
1982,42,1,1,0,4.914,40.292,50.41,9.9709997
1982,48,5,523,1142.59998,27054.842299999997,44834.6762,108817.4913,37161.74821
1982,49,5,7,0,12214.971,20211.5434,30667.1135,9432.43085
1982,50,8,97,5.856999999999999,413.94600492,3078.8051263625,70580.6161984,550.53698304
1982,51,3,3,2.45,199.64400697,566.1939964666666,4888.8149,157.99000199
1982,53,2,5,0,693.40002,21662.5,41961.697,4065.1018
1982,55,1,1,0,4.8400002,84.318001,155.274,4.7059999
1982,56,1,3,0,17.275999,356.271,664.80499,28.541
1982,61,1,1,0,0,74.885994,11.662,9.75
1982,67,1,1,0.003,0,0.001,0,-0.101
1982,72,2,3,0,40.1049991,284.574005,1093.06302,129.782001
1982,73,11,715,2886.1149909,8562.20697795,4320.769108181818,48786.9446189,13749.1139028
1982,80,1,1,0.046999998,0.31799999,1.357,0.222,-0.96100003
1982,87,5,16,1.0999999900000001,40.181000943,114.182997868,542.9789909899999,71.96799885
1982,99,5,863,1164.27291,2337.80831003,5976.2583399,35153.0917006,4876.00239999
1983,10,1,3,0,85.494141,1674.9965,1105.2765,88.083023
1983,12,1,1,0,78.480003,965.375,412.772,83.133003
1983,13,16,516,1012.3450159,8119.74001,5876.389222066667,87129.25204,17115.346048
1983,14,1,2,4.0739999,69.059998,734.71503,820.51898,142.244
1983,16,2,20,13.5,301.83499,2496.612595,6841.2832,535.276014
1983,20,18,143,335.398997,3089.2655885,2038.563178611111,62002.96879,7481.1874453
1983,21,2,13,0,765.33401,6338.964,16015.914100000002,2470.21799
1983,22,4,30,22.051999,157.339,587.32347525,3239.957104,331.35599
1983,23,2,5,1.393,51.57799997,941.947,2822.270999,416.335
1983,24,3,23,52.0839988,324.08598999000003,2086.9056967,5306.2120104,666.68400198
1983,25,6,23,21.459,65.857999,195.15533283333335,1967.76999,246.86899400000001
1983,26,15,356,557.31419760000006,3127.8757769,2161.6348272666664,35655.787167,4611.9619889
1983,27,4,8,18.0239999,250.15901,450.8062225,2470.52201,435.361988
1983,28,71,2969,6805.4862025,12276.009798192,2398.1320547971427,199772.085510202,28254.57071411
1983,29,14,1183,2195.5830002,33393.069108,20852.977436428573,367973.74508,52849.712588999995
1983,30,11,105,314.6679903,624.6900099000001,870.9756087000001,13737.806259,1455.799988
1983,32,6,166,132.045001,451.7120112,1315.469155,10335.75991,1063.96703
1983,33,23,167,270.82279882,1902.3735417999999,1910.6246676363637,34077.84129,1777.7746563
1983,34,30,150,166.1280012196,643.6579987801,458.4125510655172,16187.6147665,1791.51899402
1983,35,83,2538,5938.069949311,8088.075061871,1425.1113923182927,112587.7489845,13584.8099487
1983,36,81,2668,4329.4578259266,6740.580162157999,954.2021425259259,91451.81492725,10190.446293871
1983,37,41,1610,7959.0928848,12003.43801151,4238.8155178073175,264498.098387,26464.50514221
1983,38,72,1635,3388.005996887,3552.916973803,722.5903115450704,59903.14557259,7104.431978801
1983,39,6,40,62.61700001,158.54500301000002,604.7099866666666,4149.4930110000005,411.0359879
1983,42,1,1,0,8.4969997,49.362999,63.946999,14.068
1983,44,1,1,0,57.959,744.625,430.18399,90.494003
1983,48,6,533,1373.20001,24302.875900000003,38658.81166666667,116312.4167,37386.61779001
1983,49,8,17,0,12167.339789,15100.454699999998,33507.33109,12193.290117999999
1983,50,11,92,7.72700009,366.659000042,2593.0216464727273,76312.01200009999,693.1810011
1983,51,1,1,0,0.35499999,9.5780001,14.441,1.164
1983,53,1,2,0,542.29999,46176,35882.797,3843
1983,58,1,4,0,6.25,81.056,74.028999,17.495001
1983,59,1,1,0,71.355003,718.02197,2360.614,146.959
1983,60,1,1,0,0,134655,17037.004,2844
1983,61,1,1,0,320.70001,8446,7911.8979,1092.6021
1983,70,1,1,5.0180001,18.709,291.54401,132.073,24.691
1983,72,1,2,0,4.6399999,152.442,220.31799,32.404999
1983,73,10,768,3485.62499102,6808.682019987,5463.78457901,56629.24288779,15790.94600089
1983,87,4,14,0,40.558000299999996,192.90933333333334,535.947001,61.8070011
1983,99,4,766,1461.16419,2633.5455899,8314.356275,39494.298001,5580.8954999
1984,10,2,6,0,234.74767,1861.03935,1969.78399,195.073101
1984,13,19,590,1071.819005,9938.74503103,5469.384276655555,86399.6289,17456.89591021
1984,14,1,1,4.2680001,74.843994,811.42999,982.87701,206.991
1984,15,1,1,0,3.8299999,335.022,577.737,11.690001
1984,16,2,20,14.3,285.513,2394.51246,5727.9879,312.05899
1984,17,1,2,0.14399999,0.49600002,4.2350001,3.5619998,-1.511
1984,20,13,130,320.8829979,2770.0504314,2481.9734166923076,53993.42811,6465.2217321
1984,21,1,18,0,298.10001,9339.1602,10137.699,2505.938
1984,22,6,25,24,315.8529913,578.9818148333334,4908.155961,455.3590069
1984,23,3,3,5.2110001,41.0300011,276.6096733333333,1125.022,101.6869966
1984,24,2,12,46.17399896,397.64997999999997,3044.91545,6070.95601,842.339
1984,25,7,29,23.95499911,126.2530008,194.55443,2318.983013,297.8919903
1984,26,16,393,658.80843932,4234.0916807,2466.190854,41736.861259,6249.4850688999995
1984,27,4,6,0.089000002,235.276001,592.969255,3031.1099679999998,478.76100799999995
1984,28,83,3586,7615.5527327,12628.911030006,2091.270505790244,212588.488769358,31867.31364106
1984,29,12,1333,2223.563979,32041.909371,24044.230085833333,346581.23349,53449.36717
1984,30,16,172,358.31799435,905.4649962999999,665.5845064285714,15224.7580162,1652.2120008
1984,32,7,185,142.6660039,719.0979999,1366.1825671428571,12742.6359,1691.8140001
1984,33,21,197,259.8884752,2170.5155328,1936.86551465,35617.587915,3021.44938288
1984,34,34,152,174.75099984,709.402217909,363.523866409375,15580.563648,1846.41802935
1984,35,96,3171,6899.498014742,9498.92398749,1309.731112725,127442.8712202,16425.691102423
1984,36,95,3198,7151.32911619,10550.594151923,1194.4105636925533,134525.5468354,17213.79434923
1984,37,44,1911,8965.762997944,16222.8632256,4328.076804588372,288375.6990911,32089.81418111
1984,38,81,2074,3471.539124772,4162.509994263,685.0288474525642,62905.0990460005,7637.61501444
1984,39,5,46,70.085001,154.9570051,695.4612002,4862.54209,556.027005
1984,40,1,1,0,539.69159,5650.4731,3763.8445,640.52759
1984,45,2,2,0,489.27798970000003,1710.342005,4391.7638,570.601991
1984,48,7,888,3096.09892,11775.9025899,16118.344000000001,100169.6391,17834.3144
1984,49,11,30,0,12648.527170000001,14300.236836363636,48193.76753,18246.67042
1984,50,5,78,2.6570001,351.074999,5401.182819799999,74328.22088,821.01899901
1984,51,1,1,0,1.7700884,47.778767,161.53514,11.852554
1984,53,1,1,0,839.09796,57072.5,38828,4488.5
1984,58,1,2,0,9.184,133.476,118.186,17.513
1984,59,1,1,0.192,1.437,111.798,45.063,5.6560001
1984,61,1,1,0,76,61848.016,12895.004,2840.0039
1984,67,3,3,2.093999987,1.0529999890000001,2.6050000333333334,1.04500002,-4.50200002
1984,70,1,3,7.4699998,16.993999,306.17099,147.62199,-10.838
1984,72,2,2,0,44.125001,356.96648999999996,1319.50899,156.398
1984,73,18,938,4360.38400289,7960.71695817,3505.9210333222222,66046.10692398,17711.472021742
1984,87,7,25,2.375,37.0330016,137.6206038,616.688996,85.7840001
1984,99,4,926,1660.41490997,3798.35804,9001.09460025,42024.1691,6287.5918499
1985,01,1,1,2.8960001,0.49899998,4.862,1.419,-3.7650001
1985,10,1,1,0,91.587868,1470.2094,1042.7162,56.18375
1985,12,1,1,0,41.807999,1066.13,551.77496,120.663
1985,13,14,625,1090.39,9011.08999804,6833.162466146154,81516.60534009,15770.07693971
1985,15,1,1,0,8.5009995,125.907,88.060997,10.31
1985,16,2,18,9.6000004,121.216,1906.5635,5396.1602,-32.648998
1985,17,1,1,0.017999999,0.61400002,3.7679999,2.961,-1.023
1985,20,20,151,370.2350009,4305.0898976,2671.381427,79626.6196,9689.1649273
1985,21,1,30,0,347,17429.004,12149,2986
1985,22,3,30,28.39499901,205.4719899,1061.4883666666665,3857.149098,224.9800121
1985,23,2,3,1.7600001,5.576999900000001,83.2579995,262.92099,20.0459998
1985,24,3,14,44.303999,399.329999899,2010.2082003,5231.7840009,626.43100008
1985,25,6,31,26.09500113,78.80100388,235.93717016666668,1999.0380169999999,318.2910013
1985,26,18,453,778.621923598,4475.68401135,2091.825772277778,40373.077516,5703.6069864
1985,27,5,10,29.6809999,348.930004,653.774402,4136.58398,735.152988
1985,28,86,3692,8212.34134586,13978.6057617284,2209.4597742534884,213210.204708118,31488.80397227
1985,29,11,1291,2341.491021,33059.221001,27125.16226818182,353054.48311000003,60646.369602
1985,30,13,122,317.77601026,1800.144996,653.5973924615384,12156.457604000001,1143.5409399999999
1985,32,8,185,147.8159988,883.4829939699999,1372.074869,14062.401048,1914.447958
1985,33,20,210,326.1965584,3584.9351540000002,2246.873097368421,38610.37571,3731.7862218
1985,34,33,175,159.56967785,771.32890792,422.09202757,16313.7628389,1655.5496681
1985,35,92,3415,8162.74483086,11017.33024452,1619.3716963566667,143239.80979671,17165.833743799998
1985,36,92,3455,6368.29567743,9259.293566112,1215.7001741372221,129421.22421712,14677.643869229
1985,37,45,2071,10660.55713941,23760.838302019998,5692.702690330233,338994.80739649996,36782.47246323
1985,38,90,2635,4667.205004859,5760.9099887734,747.5176128062222,78735.23464506,9300.507987841
1985,39,4,38,51.939998999,96.168999899,619.5515252475,3278.7329989900004,327.22400001
1985,42,1,1,0,0,NaN,0,0
1985,44,1,1,0,117.236,863.836,477.35999,114.05801
1985,45,1,1,0,9.4729996,128.80501,159.75999,9.0699997
1985,48,6,945,1553,74192.1066,23951.86485,79649.2712,27081.67439
1985,49,12,32,0,12221.1460191,12343.06804,48247.970569900004,17206.336069996
1985,50,8,90,1.07200001,466.885251424,4201.2139044875,105492.051051,783.4735233499999
1985,51,2,2,0.51200002,84.931002001,1089.4189999,6264.3979,227.49001
1985,53,1,4,0,624.39801,66416.75,40715.199,4315.6021
1985,56,1,1,0,9.743,284.76401,538.48602,11.729
1985,58,1,2,0,5.7550001,136.838,126.419,19.961
1985,60,1,1,0,0,8749.0635,781.67596,170.457
1985,61,1,1,0,414.39801,11928.5,3383.2002,1174.5
1985,63,1,4,0,0.32499999,36.521,23.025,2.8379998
1985,67,2,2,4.83800009,0.958,4.48149995,2.4770000999299997,-3.93099992
1985,70,1,2,10.094,8.5670004,215.30199,124.041,-74.543999
1985,73,25,945,5153.36119817,9655.7510462229,3180.26691445624,78464.9333094494,18471.467114346
1985,87,7,22,3.677000102,31.7849998005,104.54057285742857,623.84400073,77.66800218
1985,99,5,938,1833.95681,3104.45931001,8658.2822798,41625.911503,6034.61859009
1986,01,2,4,7.9209997,1.17800002,18.59249995,9.586,-5.0139999
1986,10,2,5,0,47.085854,617.65560005,961.447270001,64.24780702000001
1986,13,14,569,975.148967,5634.57502797,7233.246944235714,74051.0040701,10032.36387192
1986,16,2,27,7.3000002,223.177003,1841.8748999999998,5918.116300000001,73.476002
1986,20,21,133,599.4280017,6981.9958479,4244.118661,115656.15115,14673.325338
1986,21,2,34,0,1389,12205.002,28991.004,7062.0039
1986,22,6,34,44.2539973,254.61699720000001,661.9306873333334,5239.8750979999995,541.7460196
1986,23,2,7,2.549,12.4289999,155.90601049999998,659.98801,36.0649992
1986,24,2,20,33.2740001,605.22601,3341.0556500000002,6000.8612,752.7480201
1986,25,10,35,38.5460001,157.2870009,192.196401,2830.921021,454.2820091
1986,26,21,459,838.377543802,4076.5799117,2147.468964845,43864.562581,7087.11607456
1986,27,3,10,6.4029999,404.091992,1056.9917033333334,3897.9009699999997,589.588994
1986,28,87,3417,9708.76200191,14787.8051911471,2434.3920284313795,222723.98024709,36263.304103894
1986,29,10,853,1951.22302,21512.182999,25623.353004,219648.10485,38841.5672
1986,30,15,104,338.76998899,1544.6380004999999,756.0746718666667,12789.618637,1488.0009783
1986,31,1,1,1.6999999,0.70699996,56.598999,86.433998,7.7119999
1986,32,7,164,150.75499614,768.3970092,1616.6510355714286,13565.890010000001,2251.7439498
1986,33,25,165,337.1164938,3139.3777091,2244.3247424,46350.749429,4076.90579538
1986,34,31,143,164.292013986,712.019755293,408.01594242903224,14889.9756991,2001.2637054
1986,35,94,3219,8772.94989709,10249.2838238,1694.936372316129,148045.27915019,16544.343869048
1986,36,106,3033,7490.91112403,8678.185567812,1204.9397850981904,136041.645409319,14017.078582269
1986,37,48,1990,13467.62604553,30532.63814637,6352.358541022917,408676.904879,40269.68805189
1986,38,99,2630,5311.383998092,5472.3101339327,792.6468778857576,85017.95446747,9514.926090961
1986,39,3,45,57.62900001,96.716996,812.5830000133333,3414.9129000000003,285.84699697
1986,42,1,1,0,136.278,1275.4399,2124.467,228.41299
1986,44,1,2,0,130.496,934.03198,504.43301,136.86601
1986,45,1,1,0,722.36902,2499.511,3178.3081,604.034
1986,48,9,990,1957.653317,20649.06359805,21255.844333333334,103174.156901,37740.16111
1986,49,10,38,0,14446.640007,17487.275834,52616.78042,20744.389912
1986,50,9,86,6.115999899999999,429.57200995,4384.573769988889,102637.3990109,841.17397095
1986,51,3,5,2.552,129.67899399,1189.8296666666668,10199.065999999999,349.83301000200004
1986,53,1,5,0,538.79901,65994.5,44281.5,4552.9019
1986,55,1,2,0,0.011999999,3.661,0.78699994,-0.37100002
1986,56,1,3,0,7.2030001,290.05902,514.58899,21.094
1986,58,1,1,0,4.8070002,129.093,88.359001,3.9759998
1986,60,1,2,0,0,9060.9453,894.74603,215.98099
1986,61,1,2,0,61.799999,13206.6,2740.5,956.20001
1986,63,1,1,0,0.99200004,57.329002,33.281998,5.9790001
1986,65,4,5,1.167000098,60.628999990000004,59.909252525,55.625001,27.066997993
1986,67,2,2,3.6189999999999998,0.460000019,4.7030002500000005,6.5360003,-6.0899999000000005
1986,70,1,10,9.0249996,4.0339999,189.01601,132.97899,-24.719
1986,72,1,1,0,9.8800001,194.95799,291.70398,39.893002
1986,73,21,1011,6146.78920932,6992.61389449,4826.066410605789,83239.86689810001,14504.255060989999
1986,87,7,18,1.194,46.09099991,121.08856914285714,799.7940140100001,94.9980029
1986,99,4,845,2236.3410301,3054.53501,12459.639725000001,51410.0797,6604.37692
1987,01,4,8,16.676,5.41800001,26.07850075,31.6580002,-15.21399988
1987,10,1,5,0,112.77013,1482.4669,1006.6649,187.88187
1987,12,1,1,0,19.091999,702.58997,469.54199,81.633003
1987,13,15,540,869.903016,5118.0189862988,6461.376708722667,81903.74218089,10665.978858
1987,14,1,9,0,16.653,99.702995,88.804001,13.058
1987,15,1,1,0,0,13403.161,9945.9922,323.06641
1987,16,2,21,6.2000003,178.426994,1570.4540000000002,5143.611,85.337999
1987,20,24,158,521.30699911,5277.3010638000005,3797.6749252916666,116117.62953,14139.10586601
1987,21,2,30,10.645,730.341,10030.09601,23584.532,5158.92505
1987,22,7,67,138.4700079,368.522989,1663.661252857143,11909.19319,1113.7361540000002
1987,23,2,11,2.375,47.1889999,1069.5700020000002,2996.8129,573.5360001
1987,24,2,21,51.578999,604.92603,3665.277145,7357.43613,1093.28990002
1987,25,8,31,34.682999173,88.26099701,251.179622625,2949.621009,464.912001
1987,26,17,485,935.9754031,4111.31339581,2862.1777507058823,54094.459999,9256.0919463
1987,27,8,19,8.54600018,395.299996,1356.481572857143,10729.332998,1034.2880579
1987,28,133,4392,13582.961333169,16832.047714128,2531.1277069928246,336453.32778034,49637.5315210886
1987,29,11,865,1732.537978,19539.468998,26836.630395,247213.1509,37507.78765
1987,30,22,243,332.19200053,975.8930358700001,1220.216530909091,30213.6504488,3228.00947999
1987,31,4,10,0,37.36999912,627.36427725,1074.55001,89.378999
1987,32,14,283,364.7159483,671.915003,2007.6314442142857,27405.16992,3239.000654
1987,33,35,475,864.98975096,3331.6925682,5191.041237428572,130305.72151999999,11835.2748072
1987,34,30,168,254.41113267999998,845.94011401,715.1448356666667,25030.516685,3031.33585369
1987,35,134,4662,10526.300627373,10494.367236191,1850.4191978559702,222986.26145091,23964.88005023
1987,36,134,4750,10915.263238256,9647.896725853,1660.8547623168422,225123.4909001,21803.99101474
1987,37,65,3365,15685.19551576,27334.49452393,6897.94952934375,538560.752699,47558.7876038
1987,38,123,3815,6444.035387748,6473.132879361699,978.4061230743333,119497.835367901,12486.909411097
1987,39,16,133,111.552000888,127.7399998998,540.037182005625,9994.826470099999,972.45191521
1987,40,1,2,0,371.54163,5852.7319,3583.2634,644.53638
1987,44,1,1,0,0,1258.8259,292.741,98.598
1987,47,1,1,0,103.89999,2200.3,521.20001,250.39999
1987,48,14,1317,4901.18798,31261.7326079,20870.924464928572,179768.380598,56923.99018
1987,49,11,29,0,6475.7599479,10386.81856180909,30267.3513799,12919.9993
1987,50,10,702,42.009000908,689.86866502,10620.278047900001,241370.79137199998,2090.8082838
1987,51,4,21,0,272.82900801,3057.24841675,13949.769349,999.0409344999999
1987,53,1,3,0,701.5,74991.305,48439.602,4689.3003
1987,54,1,1,0,268.06354,2733.1228,8504.9668,409.95688
1987,56,1,2,0,9.5620003,258.49301,405.84399,16.750999
1987,58,3,3,0,1130.4599978,2632.6533033333335,6031.42999,1488.601101
1987,61,1,1,0,72.300003,16985.799,3440.5,1289.2999
1987,62,1,1,12.793,9.4839993,70.886002,122.741,28.313
1987,63,1,2,0,0.44400001,103.746,39.010998,7.7640004
1987,65,1,1,0.35100001,0.17,7.0240002,8.1599998,0.59900004
1987,67,4,4,8.56199999,1.000999998,14.0557497525,4.68199997,-7.3590004
1987,70,1,21,8.8480005,3.904,184.05701,156.869,7.5480003
1987,72,1,1,0,45.257999,760.31799,1326.858,152.69499
1987,73,28,1435,8329.34728924,7624.7062763799995,4522.655685937037,110437.82943112,17565.1606665
1987,80,2,4,7.4739998,4.687,55.2920015,50.6279973,4.2479999500000005
1987,87,8,13,1.389999898,51.7630003132,102.24112293375,748.4599880000001,121.64000189999999
1987,99,5,935,2184.856,2806.97998022,10808.97500022,55325.079001,7044.17398
1988,01,5,18,26.17000081,6.75700004,32.93259928,52.5929997,-27.0599992
1988,10,2,6,0,351.999415,958.0656449999999,1392.4178,402.62969530000004
1988,13,13,510,931.69299103,7943.33698581,7813.971423153846,88409.949792,13748.9649599
1988,14,1,7,0,7.6690001,113.97,110.719,17.478001
1988,15,1,2,0,0,14772.351,11414.126,402.91611
1988,16,2,13,4,180.46299800000003,1590.95145,6186.244000000001,220.438011
1988,17,3,3,1.2979999899999999,5.9590001,72.40400266666667,406.017018,-14.950000009999998
1988,20,23,164,658.6009986,6785.5395218,4974.688425217391,137499.44762,19310.772845
1988,21,1,8,245,1024,36960,25860,5130
1988,22,5,61,95.607736,211.36700000000002,1630.284902,9228.779429999999,853.8703029999999
1988,23,3,4,10.921,24.9720008,526.8404800000001,1533.96204,75.264997
1988,24,4,17,61.32900099,840.67501,4236.5442525,11505.127000100001,1965.9099003899998
1988,25,10,42,48.33000018,126.3070013,222.9266051,3404.732888,445.12400298
1988,26,21,503,1036.461108401,5500.3926374,2835.802358238095,65252.266021,11890.5696563
1988,27,7,19,108.63399960000001,700.318998,1781.4458485714285,14804.03947,1823.695236
1988,28,147,4366,15420.640893206,22361.7608846087,2573.016939975793,373632.85070198,59282.358965915
1988,29,13,752,1944.2580007,28029.9528996,21141.044923076923,262400.7792,43372.11838
1988,30,23,282,367.12498989,1084.32394374,1461.0812292173914,38195.821406,3654.5387959
1988,31,2,8,0,4.638,183.661,323.73398,18.187
