sic,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
2821,314,20129,60820.75,105502.46,6904.572738853503,1921373.49,259636.42
2833,133,469,1759.87,2744.81,459.32098484848484,42249.63,10204.85
2834,3261,104158,1727643.47,625389.73,6468.454808112325,11790950.02,3395641.21
2835,876,5491,29745.85,11491.55,339.4453667054715,159056.07,19493.55
2836,3095,19378,241524.08,49723.72,665.7023611111111,830137.04,263499.25
2840,252,20490,81500.96,121438.75,16678.16345238095,3881015.21,548357.03
2842,85,1970,4548.38,12824.539999999999,3192.055764705882,261835.7,51791.05
2844,330,8055,35235.31,52773.92,4428.57112804878,1526019.34,246859.4
2851,263,7975,37426.37,39697.72,4422.826920152092,1213234.66,162212.66
2860,437,14603,38465.33,156409.49,6802.360533642692,2112310.1,390133.34
2870,185,4432,21929.43,34402.11,3773.892967032967,554712.26,97361.23
2890,390,6997,15214.41,36333.35,2108.720951156812,728555.61,101539.19
2891,55,346,682.04,1642.6,650.4503703703704,44236.11,4865.18
2911,480,26337,133576.63,3231089.17,71301.14487341772,33461646.19,5455364.03
2950,14,33,284.01,1029.17,2143.8592857142858,32673.81,4649
2990,56,943,3708.57,3502.92,1206.7364285714286,69762.87,10063.36
3011,259,12875,49364.14,121508.44,8710.015868725868,2247192.37,270509.97
3021,96,3067,2826.23,18710.45,5256.885416666667,728150.12,92034.52
3050,108,1285,3151.7,11464.5,1693.7880373831777,186992.51,23083.05
3060,38,101,360.5,1506.63,499.2552631578947,17440.21,2773.06
3080,100,2913,3874.29,8890.74,1621.0606382978724,154450.59,21956.3
3081,100,818,2173.87,4163.3,1407.3424,124826.46,18937.86
3086,30,90,65.27,304.03,306.59714285714284,13890.07,1056.93
3089,325,2069,2475.03,11657.41,691.1612852664576,203059.15,31619.82
3100,52,161,263.76,1334.77,871.0488888888889,40864.37,5880.83
3140,93,172,141.75,1569.97,518.2630107526882,72637.23,6526.83
3211,108,3542,12594.75,33386.32,6852.719074074074,519325.38,65361.83
3220,11,15,4.3,681.26,1408.918181818182,13385.13,2394.9
3221,33,953,1048.3,10512.31,6281.596060606061,151593.48,27568.35
3231,21,319,331.31,417.96999999999997,189.0085,7183.38,473.56
3241,38,214,662.29,14912.07,12916.798157894737,235936.97,44652.96
3250,3,3,7.8,24.64,301.07,644.13,40.65
3260,89,5160,3780.09,9598.16,2720.394943820225,167125.56,23966.38
3270,121,904,1338.71,12608.18,1884.2287603305786,217181.05,30992.3
3272,17,71,105.6,1534.13,1316.5864705882352,17887.31,2773.67
3281,3,6,7.12,122.52000000000001,354.29333333333335,1063.62,259.95
3290,146,1981,3233.7,13252.45,1806.7718309859156,223865.15,29300.13
3310,130,3971,14729.29,33377.47,11309.72488372093,996397.57,112526.47
3312,378,5613,30012.67,248267.4,15025.733689839572,4477016.2,509049.17
3317,35,120,785.4,8251.63,5100.953714285714,109605.09,27756.06
3320,32,428,394.49,1501.72,867.108125,33697.04,4255.7699999999995
3330,178,1536,4526.09,41994.81,4537.343876404494,597237.09,79199.89
3334,41,451,881.85,10251.73,5556.704864864865,168400.12,19272.54
3341,3,4,70.7,138.44,1458.2466666666667,7402.36,556.7900000000001
3350,204,1740,10531,79908.99,7027.900985221675,1285185.72,168874.51
3357,176,8298,25219.93,36555.33,5555.636306818182,972723.58,77844.99
3360,24,63,15.71,105.33,90.67333333333333,3331.05,271.05
3390,40,166,189.52,5305.6,1646.4202631578946,68283.21,10497.56
3411,134,1578,5822.31,32712.01,5527.767611940299,694425.88,85653.59
3420,202,2016,4573.92,13276,1295.5692424242425,249274.28,50094.11
3430,95,921,3593.28,9777.3,3759.452608695652,341979.94,40779.04
3433,10,18,3.29,6.819999999999999,3.68,57.4,-2.8
3440,80,197,164.74,1503.94,418.5607594936709,45115.909999999996,5044.53
3442,43,249,2378.35,2785.32,2883.074651162791,104793.54000000001,16735.68
3443,65,147,227.55,856.26,459.7726153846154,29779.7,3324.9700000000003
3444,7,9,8.9,35.730000000000004,107.43571428571428,1002.38,94.91
3448,29,99,64.63,491.42,441.9044827586207,21713.3,1603.33
3452,91,268,399.25,1507.47,347.66966666666667,29802.82,3302.93
3460,32,54,77.29,1423.88,641.5432258064516,29321.399999999998,2362.61
3470,59,116,209.89,1275.81,380.4296610169491,23610.59,3494.87
3480,121,1000,1602.73,3085.08,826.8610924369748,98447.47,14273.6
3490,245,2569,8317.75,13120.66,1692.7559166666667,442586.62,54075.79
3500,29,349,381.26,305.61,698.1148275862068,14318.01,1815.8899999999999
3510,204,5728,20246.78,28962.6,5535.553480392156,1016148.94,84459.68
3523,247,7458,39620.53,56775.16,6827.855186721992,1193728.59,150366.05
3524,13,16,2.1799999999999997,10.600000000000001,22.026153846153846,363.67,20.47
3530,195,4951,15036.289999999999,23144.88,4447.404948453608,901432.58,100733.48
3531,193,9748,46212.97,91875.78,9469.453316062176,1369779.06,208918.49
3532,48,299,811.51,2096.02,1611.1093617021277,69252.17,9091.14
3533,194,1730,2475.4,11966.12,2276.71671875,323544.21,57469.909999999996
3537,59,131,333.92,464.67,187.99,17438,1470.21
3540,240,6045,10719.89,18531.55,2733.55769874477,544417.01,73206.93
3541,52,262,964.07,1545.92,922.6457692307692,34261.67,3020.09
3550,120,1111,3232.66,6109.26,2126.853,288076.08,16610.62
3555,185,4001,6178.95,5883.3,1127.218695652174,185870.59,13005.03
3559,992,30415,86558.43,34319.39,1291.6341433021807,846950.7,152368.11
3560,299,10342,18257.69,30623.05,3145.1016053511707,905503.23,131751.17
3561,170,4251,17226.63,20043.01,4827.840535714286,569918.79,71625.74
3562,180,4697,10195.45,26474.78,3262.286055555556,510609.4,64291.93
3564,96,258,256.26,843.13,246.43148936170212,25861.29,3944.21
3567,20,33,28.38,10.97,47.664,882.18,41.84
3569,237,3138,4194.16,7797.92,859.4002127659575,162769.55,24400.69
3570,265,110492,251256.43,274250.81,19998.942528301886,5440903.18,536010.75
3571,290,13554,71805.77,51567.89,5572.171853146853,2436000.9,156964.8
3572,437,22500,87240.49,47378.93,2429.805140186916,888300.06,144345.71
3575,24,58,341.09000000000003,106.85,204.05913043478262,5484.21,216.14
3576,551,20243,132698.56,34256.7,2966.6731412639406,872596,202381.81
3577,650,133235,151985.64,135181.86,4263.326257861635,2347380.21,355181.31
3578,148,1501,2900.99,3531.35,621.3331292517007,103483.36,11535.14
3579,146,8888,22387.68,27810.7,4777.4927777777775,554056.41,64821.83
3580,179,558,2015.62,3028.24,386.1621965317919,79381.8,9440.15
3585,364,9568,35692.39,51649.32,4420.162033426184,1771990.42,177474.52
3590,151,1563,8848.35,13692.73,3069.2243243243242,396428.27,28575.55
3600,212,153181,381196.15,344133.36,34311.9870754717,6573146.68,530936.21
3612,136,1363,18814.95,13842.57,6960.576074074074,572900.64,90076.85
3613,79,668,20127.19,15971.44,8608.973552631578,561135.36,73400.94
3620,276,14042,37168.29,50664.69,4162.776775362318,1052660.67,121380.35
3621,256,3041,7921.53,10985.71,1105.9911764705882,254827.99,30905.62
3630,205,4548,18485.18,39671.2,3883.5539215686276,1048991.66,92973.7
3634,78,497,1462.35,3425.83,1339.4883116883118,115035.92,14276.23
3640,456,8038,13383.23,23364.99,1222.5356637168143,567891.89,72198.49
3651,406,33990,50876.61,44685.4,2575.119373433584,1164575.69,78973.96
3652,7,13,0,238,4868.571428571428,22921,2852
3661,697,18156,103192.7,40832.29,2117.6894830132937,1015675.97,79337.29
3663,870,72799,356294.53,168271.03,5101.535274853802,3984003.13,726153.13
3669,259,3329,1977.86,2202.58,256.5712941176471,60907.74,6761.6
3670,610,34148,53132.26,99523.76,2381.03678807947,1222072.91,167741.96
3672,222,2371,5213.8,23568.7,2182.0543577981653,786123,44339.26
3674,3287,382787,740797.6,986702.74,3242.4987985097796,8124658.17,1805654.79
3677,30,107,189.73,125.76,162.691,4568.17,473.43
3678,229,5868,14963.88,20910.01,1999.4241850220264,349034.97,68240.09
3679,606,23698,35422.54,133902.41999999998,2083.8274371859297,868432.21,147903.99
3690,420,2438,7189.63,6874.03,515.6232524271844,178347.12,19918.84
3695,24,110,678.96,2093.38,423.5866666666667,8035.9800000000005,1623.17
3711,826,120177,1437259.35,3106134.07,60842.74227878788,38625405.07,4090462.61
3713,5,7,0.11,11.16,57.83,687.02,27.32
3714,1264,61317,217194.79,297407.12,4054.1362430055956,5933504.76,607834.35
3715,16,60,32.61,224.99,534.5493333333334,16458.99,1186.66
3716,38,173,217.79,465.52,342.2377142857143,30166.11,1066.51
3720,88,5024,38765.07,55717.69,15087.308181818182,962429.61,125305.87
3721,232,23107,206213.89,162543.81,23991.83224137931,4603888.82,419748.46
3724,116,11371,59477.43,45222.55,13872.286206896551,1467385.8,199334.17
3728,186,4586,14283.09,17061.42,2581.6716129032257,412043.05,69053.68
3730,44,471,2292.64,5952.68,3512.380227272727,153487.2,14381.26
3743,108,2884,7502.54,18373,4830.5576,330847.51,33010.11
3751,117,4890,16120.24,16745.21,3717.496017699115,450494.9,56743.67
3760,100,6002,29034.44,28539.23,8774.5215,1064801.1,118635.07
3790,96,2042,9908.27,12083.41,4401.158131868132,422243.98,30011.94
3812,440,19476,74639.99,56245.52,5372.007465437788,2011323.08,251420.32
3821,67,127,209.58,250.25,100.49805970149254,5207.61,758.74
3822,58,5968,9401.38,10235.08,3094.9210344827584,213802.06,30210.03
3823,433,5194,21393.91,20099.88,1588.8352214452214,629791.51,122313.25
3824,55,353,2064.6,947.18,555.6567272727273,28507.53,3556.74
3825,569,8815,30369.9,11560.72,639.5539076376555,283176.03,33953.82
3826,620,16263,67629.58,32246.23,2257.7686016260163,869300.89,154533.35
3827,270,9956,19395.02,8293.1,1068.6392565055762,236341.25,33668.07
3829,355,4100,13455.08,4991.82,856.6320170454545,196703.94,33672.69
3841,1101,14303,30188.18,27585.96,647.9506080449017,493382.97,100484.71
3842,880,9442,32192.29,38559.51,1145.9816921269096,684983.25,149119.07
3843,114,885,2225.43,2200.0099999999998,822.0901769911504,58208.19,11706.09
3844,125,1038,2981.96,665.23,668.2759504132232,31057.66,8136.030000000001
3845,1620,68837,169849.8,90625.75,1727.8474462705435,1981927.33,314155.99
3851,141,3037,11328.49,14549.51,2564.698201438849,265736.89,67965.72
3861,401,77604,83642.71,62878.659999999996,4053.708051948052,1326056.22,162121
3873,92,3860,3347.13,9512.62,3310.3597826086957,257860.94,34177.26
3910,4,5,0,31.7,387.06,1627.5,101.7
3911,15,21,0,97.78999999999999,164.36,4596.35,520.55
3931,67,4858,4101.97,3039.63,2255.043134328358,153772.26,10584.38
3942,55,1230,4560.23,5267.68,2423.709272727273,149022.95,25024.85
3944,115,1923,14189.63,5183.63,3662.7779130434783,309832.52,53628.51
3949,142,2567,1461.18,1925.26,437.09338235294115,67398.5,6433.74
3950,18,25,22.52,97.34,110.57166666666667,2329.7599999999998,265.65
3960,23,172,27.79,325.74,233.65608695652173,4424.92,753.29
3990,250,3033,7360.26,10815.78,1244.7897983870967,233191.57,41345
4011,47,106,0,93036.97,31949.438936170212,521483.09,200950.51
4100,4,5,168.97,4341.73,17700.685,35523.81,7601.42
4210,67,764,377.47,111584.93,39397.94880597015,3010432.84,194818.04
4213,38,111,0,2097.1,861.8991666666667,67535.72,4134.92
4400,20,23,0,3484.3,1581.1078947368421,17094.77,3161.9
4412,37,95,0,39160.44,11800.842432432431,312148.5,74247.35
4512,84,417,33.6,118022.53,18340.640833333335,1226928.8,131680.41
4513,25,44,0,51541.88,17123.198,584367.82,73076.02
4522,5,8,0,328.26,848.5,2857.21,668.64
4581,2,2,0.5900000000000001,3.31,31.125,53.47,9.57
4610,6,8,0,8963.15,12713.595,69662.45,5470.95
4700,12,17,0,2286.04,6408.409166666666,36898.909999999996,7307.11
4731,6,7,2.23,415.14,1065.9233333333334,11694.64,903.62
4812,298,28787,53647.75,1459592.8,68731.30153583617,9025232.65,2983787.91
4813,436,15987,165398.12,1799916.4,49489.34346330275,10986418.83,3545987.57
4822,12,33,118.38,94.25999999999999,94.44,126.8,-267.26
4832,29,172,781.32,4207.53,5280.293448275862,60883.06,12380.35
4833,41,6203,3250.28,9479.17,11458.33075,256255.69,33337.99
4841,66,1470,1068.79,146331.02,39467.87212121212,1192532.92,356881.11
4888,70,1364,1541.21,120939.93000000001,54837.102173913045,1705751.88,414973.66
4899,208,1029,2849.04,13344.86,971.2943069306931,67315.04,12589.76
4911,334,1449,4928.89,823167.91,42971.13735735736,4944247.57,1290709.26
4922,14,15,0,16516.75,15582.929285714286,65957.69,20522.88
4923,20,23,0,24251.82,26914.453,133454.98,43498.63
4924,28,36,0,14585.32,6135.8896428571425,97905.27,16453.01
4931,143,232,0,115128.7,14014.542097902098,786111.69,179259.49
4932,3,3,0,1950.68,10684.316666666666,16698.49,3023.9300000000003
4941,23,31,8.379999999999999,10737.1,7131.090869565217,35637.36,16005.16
4950,13,17,1.39,1054.91,1711,8554.02,2076.16
4953,47,74,0.24,21520.22,6211.916382978723,184980.08,48159.36
4955,76,125,96.65,811.22,365.70706666666666,18050.35,3074.66
4991,17,21,23.59,14011.36,15777.202352941176,103372.65,26983.11
5000,49,3977,634.41,60346.229999999996,51053.276530612246,3446042.01,91895.1
5010,1,1,0,113.36,956.25,785.75,282.19
5013,11,22,4.81,20.540000000000003,80.69666666666667,1358.16,96.51
5030,1,1,0,0.23,4.85,7.14,-0.12
5031,3,3,0,97.38,509.4366666666666,4359.9,171.88
5040,18,67,149.38,738.25,1981.7017647058824,35258.159999999996,3559.63
5045,53,125,483.46,673.43,968.4652830188679,121028.29000000001,3833.85
5047,23,94,784.3100000000001,1144.14,1628.8936363636365,62146.74,4753.74
5051,37,137,9.35,3100.26,1743.1775675675676,87931.14,4852.4
5063,12,17,0,156.51,2245.4041666666667,49314.69,2902.93
5064,3,21,33.42,44.49,359.3333333333333,1860.31,199.09
5065,28,31,4.99,1012.04,2389.065,146971.43,7486.68
5070,12,17,0.7000000000000001,74.11,367.587,5882.14,374.85999999999996
5072,4,6,0,18.3,223.5275,970.48,48.27
5080,34,94,154.45,680.45,645.6202941176471,28835.99,2304.1
5082,3,3,0,188.08,860.9499999999999,3462.7799999999997,420.58
5084,7,8,0.65,965.8299999999999,2237.7571428571428,13780.19,2376.65
5090,28,80,8.42,313.5,259.5103571428571,18769.19,783.03
5093,6,14,0.79,0.67,11.026666666666667,116.72,-19.37
5094,6,6,0,5.8100000000000005,216.015,1979.3300000000002,29.77
5099,32,33961,468.6,51382.32,91425.0253125,4496977.41,77961.04
5110,14,20,2.75,540.44,1216.722857142857,39355.35,2867.45
5122,83,284,6687.03,10844.69,11270.977073170732,3323018.5,78718.31999999999
5130,24,229,0.36,127.75999999999999,525.2941666666667,13829.13,442.16
5140,54,806,6.87,1508.33,680.0537037037037,109112.4,5495.4
5141,1,1,0,111,4374,17155,765
5150,28,50,5.34,3437.21,3118.29,161457.49,7399.34
5160,19,19,9.01,568.7,1042.5082352941176,24317.16,1760.2
5171,3,3,0,324.61,2502.72,18950.93,678.62
5172,29,84,468.5,16578.62,9927.914137931035,418706.22000000003,22759.35
5190,12,22,14.49,84.41,233.19272727272727,3024.68,190.13000000000002
5200,32,1457,9866.91,42969.26,33577.7675,986336.8200000001,123046.32
5211,16,26,0,34971,35964.3125,990839,118308
5311,34,117,0,19450.2,35899.21617647059,1153133.92,63004.72
5331,30,692,0,233631.29,103189.21966666667,6937089.91,503061.41
5400,1,1,0,9.8,136.04,361.1,38.41
5411,17,22,0,4274.33,4850.638235294117,160590.07,10883.36
5500,35,328,8576.98,238998.78,64011.74085714286,3800369.39,295090.08
5531,5,5,0,574.76,1332.438,9128.17,1570.7
5621,9,16,0,1155.98,1746.8777777777777,25844.74,3325.15
5651,8,8,0,2161.06,3241.26375,52584.1,7221.26
5661,33,63,0,1392.06,638.7439393939394,44267.229999999996,3569.71
5700,4,4,0,356.81,2455.75,13328.65,1965.3100000000002
5731,18,65,0,3337.08,3333.83,146577.04,10838.23
5735,7,10,0,61.64,354.3,4006.02,31.979999999999997
5812,65,150,47.5,28488.079999999998,5052.658769230769,333357.48,80667.97
5900,7,7,0,74.99,289.8885714285714,3903.91,237.9
5912,49,225,2.75,24665.53,20073.548333333332,2062786.41,129527.58
5940,37,360,178.01,3692.38,2108.289189189189,104688.01,7908.2300000000005
5944,6,6,0,521.8,929.495,5984.7,1176.38
5945,2,3,0,24.049999999999997,127.03500000000001,493.24,34.489999999999995
5960,2,2,0,3.19,62.08,118.03,18.6
5961,71,4936,59499.53,29407.84,5753.347647058824,704344.72,40587.76
5990,3,4,0,145.95000000000002,1366.47,7279.68,1161.1399999999999
6020,255,2779,0,84103.07,687158.125372549,8026368.2,3211408.7
6035,7,8,0,603.07,44936.82142857143,16922.53,6919.16
6036,3,3,0,39.699999999999996,15107.333333333332,2148.82,1025.01
6099,64,1189,94.41,6836.94,10068.882698412699,257256.76,119720.29
6111,31,176,0,0,1600615.72,2055453.84,1662795.98
6141,64,971,0,27375.92,104103.4319047619,962288.76,241112.23
6153,4,8,0.9,14.7,751.8525,950.16,359.34000000000003
6159,14,26,36.82,9387.59,6832.1392857142855,21547.76,16199.94
6162,4,4,0.94,12.99,663.885,421.12,191.56
6163,11,118,0,112.02,1805.27,3610.85,188.28999999999996
6172,2,2,0,7683,24708.945,5699.66,2146.75
6199,9,16,0,21631.93,1684757.6666666667,861176.02,272749.46
6200,64,402,15.09,3627.95,21279.722833333333,123516.23,57369.659999999996
6211,137,878,700.08,55925.37,217042.97321167882,1842297.55,925103.85
6282,71,209,875.0600000000001,18050.63,253326.88295774648,781938.98,411029.07
6311,35,69,0,91.16,218320.2922857143,697726.7,77392.24
6321,4,5,0,202.79000000000002,12042.9125,14249.94,714.78
6324,21,62,1.8,10030.95,35444.83619047619,1059083.92,82478.67
6331,105,560,0,49891.84,124828.29314285715,1608925.51,176394.2
6351,23,41,0,442.15999999999997,13331.211304347826,68835.01,8211.01
6361,2,2,0,33.09,1216.1950000000002,3572.8999999999996,129.93
6411,22,25,96.89999999999999,1693.54,6071.489,57248.33,13882.12
6500,6,8,12.73,96.55,739.2233333333334,2357.4300000000003,71.92999999999999
6510,3,3,0.19,2.05,16.146666666666665,58.84,6.18
6512,30,44,26.23,1272.68,785.1886666666667,1593.01,753.56
6531,14,23,52.15,486.4,1346.0442857142857,16371.98,2072.54
6532,1,1,0,0.01,17.33,0.02,-4.13
6552,18,34,34.86,24.740000000000002,59.848333333333336,794.56,1.5099999999999991
6726,20,49,117.07000000000001,33.53,61.654666666666664,476.65,-220.98
6794,308,8016,9551.02,1883.91,372.27247524752477,43092.36,14873.9
6797,18,23,0,10.25,647.154375,1551.63,729.1800000000001
6798,65,113,74.05,9839.36,5239.8946153846155,81029.05,22520.11
6799,57,373,1374.18,392.87,307.45456140350876,6425.26,-0.49000000000003763
7011,47,188,195.97,1304.19,799.5078260869565,29517.67,6207.9
7200,42,63,39.379999999999995,1759.1299999999999,1483.6565853658537,59820.95,11857.13
7310,29,56,94.44,649.68,284.6817857142857,9456.33,2124.66
7311,12,52,11.64,38.410000000000004,81.31166666666667,1161.8,106.07000000000001
7320,2,4,0.38,12.97,31.57,62.49,-0.9700000000000006
7323,45,91,20.3,2812.27,3033.3879545454547,95761.86,29108.46
7330,7,24,66.30000000000001,213.29,829.01,4506.72,751.6
7331,18,924,8.74,207.63,160.53833333333333,5378.9400000000005,371.86
7340,9,10,0,455.32,3220.8688888888887,23416.05,2790.7599999999998
7350,2,2,0,12.94,41.05,56.28,8.32
7359,19,42,37.03,1911.6,916.5435294117647,3669.94,1836.34
7361,3,4,0,50.46,1035.555,1634.94,191.13
7363,17,23,18.62,209.68,393.10117647058826,22357.62,752.27
7370,1030,132104,346282.83,340136.65,6696.232578046324,4851714.67,1060647.51
7371,58,399,1293.9,3370.11,1672.5724137931034,79000.91,20305
7372,2037,82634,426509.27,119763.12,2620.632825540473,2868713.88,912076.02
7373,666,82558,225675.54,146622.48,4694.032756508423,3132023,289769.02
7374,159,806,5082.9,13170.7,7688.567692307693,436721.88,102742.08
7380,22,28,178.83,1246.68,1811.674761904762,22239.74,4359.28
7381,2,2,0,172.70999999999998,559.61,1758.42,285.28999999999996
7384,1,1,0,0.23,8.66,22.01,1.75
7385,4,6,21.59,140.86,585.52,533.46,-124.48000000000002
7389,110,614,1931.29,4633.51,1067.108256880734,100609.73,18292.46
7500,4,7,1.44,207.07,378.07,1071.48,134.22
7510,8,12,0,16103.56,11849.31,46266.96,13997.6
7600,15,33,0.85,104.1,124.50142857142858,3099.83,122.59
7812,47,4567,6049.54,9143.22,5331.843404255319,195173.25,23966.25
7819,1,1,0.08,0.02,0.57,1.29,-0.22
7822,1,2,37.72,54.17,1099.43,529.76,30.4
7830,3,4,0.77,188.95,389.03333333333336,1363.87,149.15
7841,12,83,3415.39,943.39,3893.75,39458.42,3151.9
7900,10,39,2.69,643.5600000000001,3690.994285714286,24648.55,1883.82
7948,2,2,0,149.47,1203.0449999999998,750.12,236.7
7990,73,2809,1215.47,19610.02,6121.308857142857,176840.67,46411.28
7996,1,1,0,0.97,45.65,42.21,3.65
8011,8,8,0,155.09,742.8249999999999,5933.33,861.53
8050,10,13,2.97,31.54,137.3,2322.64,173.07
8051,1,1,0,135.01,2339.23,3417.29,432.67
8060,7,9,6.73,283.83,1085.5242857142857,6930.92,773.54
8071,203,918,1681.73,5050.78,960.9236224489796,150735.11000000002,26989.36
8082,6,7,0.1,21.48,142.14600000000002,1219.4,196.73
8090,60,622,1575.46,9646.51,4401.418166666666,179851.53,34291.57
8093,19,39,23.12,166.76,325.49,5719.56,491.17
8111,3,3,0,13.91,617.64,1880.2,281.86
8200,24,42,52.46,886.35,1275.5560869565218,23553.31,3331.5
8600,1,1,17.2,3.67,58.13,65.36,-14.16
8700,61,633,418.42,2035.08,2731.3113559322032,74822.76,18983.11
8711,146,296,132.59,2840.45,803.3992253521127,151478.7,9119.92
8721,8,23,93.07000000000001,268.45,2299.9275,11769.970000000001,2521.91
8731,271,1169,3305.75,2062.21,177.47694029850746,24840.95,1436.78
8734,40,160,51.67,276.14,110.95875,4699.86,941.88
8741,11,22,0,59.99,272.65272727272725,4013.75,216.84
