year,industry_code,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
1990,3,313,8723,23622.861947873,44487.2629177888,3494.673862129934,965243.3645562,100503.417948313
1990,4,26,1433,3706.343199,34241.715969,17545.376425576924,466672.624761,66399.76561
1990,5,100,5258,15893.124563109,21879.9825877015,4512.5385830097,487407.98274327,63339.85501182
1990,6,243,8727,32897.884704854,31796.8934262451,2305.7329678827778,479597.77267102,67224.236610299
1990,7,14,1186,6128.213152,38389.662790970004,24126.986664285716,204448.131311,59195.5457
1990,8,5,27,0,5911.354,19384.5212,22080.1177,9705.90494
1990,9,18,1336,385.77643959,2471.90799969,10508.335127832777,330362.517877,7520.15000588
1991,NA,1,3,0,0,538.90656,396.0997,41.674538
1991,1,68,363,2515.533967374,13518.873540053,4169.64009131791,301630.1185711,50778.147109
1991,10,187,3689,18988.22633109,14267.6138426096,1429.9710577883334,224104.1457525613,43449.307880005
1991,11,11,24,1.426632623,22.3435172234,23351.141654581817,38497.879875662,7636.2364434
1991,12,39,2013,7681.191278990001,14140.323437221,8968.064101267568,210155.350027,29993.63251683
1991,2,94,4347,22810.403585507,43899.903711296,10213.71614710989,829652.657900098,67189.6374125012
1991,3,317,9522,25185.316484089,40578.858355914,3719.233668658361,1002259.63883141,92471.2952405282
1991,4,31,1514,4040.0534879,37460.66322101,15432.880198290322,446511.861376,57990.7347196
1991,5,102,5573,16176.92208728,18242.60045142,4552.72080325,494999.72061298,53828.144990719
1991,6,260,10112,35889.03366536,32981.719699574096,2341.949353021755,497079.11632794,59984.914156592204
1991,7,14,1231,3618.07139401,35761.97770102,24185.91935714286,167218.860401,57638.933366
1991,8,11,32,0,8821.722109,12794.188918363636,40133.98399,16278.589186199999
1991,9,25,1295,426.74101003,3813.1357594280003,11605.843860001667,367307.17878173,6501.54917652
1992,NA,1,1,0,0,640.76868,450.64923,47.575542
1992,1,59,445,2213.3469269358,12973.099745123,5378.114695412069,319387.17560419,46053.743362244
1992,10,226,3751,23203.55065267,16205.1975045197,1325.2416271251184,244519.4399197728,47994.969749974
1992,11,13,21,32.16902424,848.5956993905,3927.0316906099997,9137.859447779,2823.2814925000002
1992,12,55,2159,9048.51977516,9742.463582571,6943.117207714815,201023.10721982,30183.84643735
1992,2,102,4367,22665.121605071,38543.452732213,9572.335209822772,873414.82882,66382.177350299
1992,3,345,10032,27856.941356609,40391.2100750132,3777.865056393656,1065954.53619837,91145.46390607
1992,4,30,1519,3111.3038094,31712.3986887,15123.174300533334,425466.9257521,51194.34112297
1992,5,110,5841,16025.706810271,17028.180939223,4439.274918606546,498133.94145193,50150.51405105
1992,6,282,11238,38016.981606929,34191.530755552,2310.64030320717,537365.63192313,66901.59127267
1992,7,15,1150,6892.072157,36087.54030002,24953.68824666667,229196.2192197,63431.0685499
1992,8,6,21,0,7980.92584,21248.321216666667,32993.1321,12748.42289
1992,9,24,1265,307.671763,2678.0562074100003,8179.558832222727,336677.298351,5881.3450756
1993,NA,1,3,0,0,741.26105,511.19,59.914429
1993,1,57,493,2166.08932896,12845.966559346,4930.92095935614,321291.57023549,45227.23128791
1993,10,243,4040,24057.686602321,15600.7398873981,1305.5164175665652,246112.27351031,49126.8866468
1993,11,18,41,45.88977556,438.03203841,27375.015035817647,60373.257619,20845.8069787
1993,12,67,2182,7912.10600221,14645.660491019,8178.948658418033,257946.715068699,37958.76036912
1993,2,113,4287,24004.135451901002,43592.139882329,9694.774837572071,943415.60749411,74888.301875046
1993,3,335,10397,28589.726144168,33270.68959341,3978.098373167231,1074734.6889056,86560.90978376
1993,4,36,1467,3996.84727702,35092.89181709993,14999.175005508858,491463.450371701,59612.4428210998
1993,5,112,6068,16009.511686438,17324.0557072892,4427.535329171339,491668.308512708,49428.124962981
1993,6,304,12755,40788.438478113,34914.4973036389,2408.475539232737,601761.88825558,73027.755069121
1993,7,15,1051,4258.1057798,42048.23140998,25130.3816068,191086.186,63182.6262801
1993,8,10,26,0,12187.85907,21187.583481,59057.6476,21500.78032
1993,9,28,1325,470.1506920004,4214.53847431,10809.80805643077,442268.03203828,5576.86062386
1994,NA,1,2,0,0,918.65692,625.10382,79.155052
1994,1,56,504,2540.47507893,12100.473571642,5344.783307485454,354365.67859685,47372.76502424
1994,10,254,3960,27006.01145173,16646.485959082,1518.0205927176544,282479.083646501,58106.54859375
1994,11,15,55,46.37469307,666.401664754,26044.337922107145,49241.176168699,13581.2987633
1994,12,80,2244,8184.536009450199,27766.457768321,7011.1867939377335,352909.78484589,42450.46676097
1994,2,110,4371,26828.96316294,56952.04034727,11126.440602960909,1064331.896825,105596.854953
1994,3,384,10454,31770.996438885,42886.606177093,3945.8781425420484,1235776.811724,116265.09109611
1994,4,42,1499,4306.0093262,37183.02845551,13771.042955243902,500669.0880945,63950.76268842
1994,5,117,5707,17544.1785458,22577.94887072,4912.90920015654,556459.59340199,62914.823951495
1994,6,366,14711,44999.889357413,44666.2637308361,2204.5424746217977,707569.63757872,96184.1249296962
1994,7,22,1195,7958.5413505,61217.2986513,27568.98989,355954.980391,110346.72313702
1994,8,12,63,0,7822.383042,36455.21743416667,146014.22671,34993.562249
1994,9,26,1460,467.06386804000005,3448.67333111,8971.359712004,438451.8186802,7004.55825208
1995,NA,1,8,0,0,774.46582,516.60083,88.745262
1995,1,75,576,2793.4105683804,13789.25704499,4544.723649213699,387514.1767417,55492.11751532
1995,10,285,4373,30774.850647282,18503.9780600159,1413.038133327993,304203.7309954542,64044.42976676
1995,11,23,68,54.50687363,1464.505153158,19233.625066213182,63208.594467299,12503.32039286
1995,12,76,2069,11690.394569189,27691.92190343,6748.4611293405405,326439.1954561303,51487.381192002
1995,2,126,4315,31499.72345928,67874.151344214,10099.892527879365,1137901.3197793,117307.98875778
1995,3,382,10351,30921.418426377,50117.095787194,3706.587990655995,1252044.8764449798,157746.88118759
1995,4,42,1243,4266.8626054,40304.7449196,13706.317992439024,521159.290917,74539.0775900996
1995,5,127,5401,18073.691941949,26197.165789379298,4583.91421453748,596994.517849004,84150.45590778001
1995,6,403,15656,49583.40422258,56898.5219447795,2117.155679490865,791361.73669559,117524.032936579
1995,7,27,1128,7958.135229,57202.8522196,22390.488264384614,351870.4367417,110719.60100784
1995,8,14,56,0,17153.49201,34227.62553571429,160628.99487,45183.91524
1995,9,31,1496,456.0945789,5110.506174729,7580.397748806452,421849.6123779,11248.87235481
1996,NA,1,10,0,0,646.55493,463.30649,79.444275
1996,1,85,606,3365.37053413,15823.18656581,4220.421422562195,395400.88531897997,57430.25173526
1996,10,337,5103,36122.943088609,21713.8570768528,1329.6094943583832,346513.8344299942,75232.348243199
1996,11,22,92,81.93799881,1826.1320002989999,18674.300460359093,48793.3203531,15925.27807088
1996,12,82,2433,12077.977345770001,32345.0719499965,8679.51599661605,440691.25548645103,65849.43523028
1996,2,134,4511,31035.169260579998,80338.92802256,9302.457743688721,1078671.26413231,115406.40843049
1996,3,414,10892,32153.672796301,57380.360721366,3452.472437619902,1285385.079559688,158516.61851798
1996,4,45,1171,4593.6456522,48416.4536514004,13993.846257322222,633084.91679337,92747.023590002
1996,5,123,5531,17947.939326593,28655.61273909,4727.109848212114,594486.29293797,81319.8065967
1996,6,464,19283,56214.883832278,69685.527186543,2019.3229238480624,872250.40969808,125685.507645275
1996,7,31,1036,5974.07475391,73734.9204958,22418.06927132258,419966.62960082,128027.1811159
1996,8,16,39,0,16855.929365,19274.074975,104632.46059,30493.58322
1996,9,30,1502,346.57674571,4810.973544149,6629.819570962069,312252.24782809,7874.5982607
1997,NA,1,13,0,0,562.79266,383.49899,64.093979
1997,1,87,617,2893.236809281,15542.509607420001,4300.175477952381,397991.7042248,63339.55331951
1997,10,384,6303,42919.7322148501,21389.3084593345,1211.8529162317914,353139.3765588218,79738.06705339
1997,11,28,107,109.39447424000001,191.5720256502,14471.030198067858,37813.128332491004,13612.255302729
1997,12,80,2277,12338.726073327,34208.08148751,9020.726255881578,450103.467266263,59555.41314138
1997,2,132,4862,30465.05338959,91699.42921853,9613.738166489231,1070830.80241405,129536.80642593
1997,3,413,10807,32085.6021890212,54420.672271574,3425.883707055284,1262829.331109709,156597.62971856
1997,4,44,1060,4591.9173793,54997.571899399,13518.92783475,610771.92154105,92597.484389701
1997,5,123,5854,19236.55481696,31276.2572391739,4777.2301926122955,587397.7993405,82962.19591234
1997,6,481,20472,64711.133202799996,66049.970553044,2004.8570344127468,895568.039436088,138256.53211861
1997,7,36,502,4916.0090255000005,92384.23631499,23812.789427205884,474973.625951,159374.093839
1997,8,18,50,0,12275.4597,24623.77366111111,154272.98895,40248.30545
1997,9,26,1405,339.04740017999995,6499.5274966191,9187.405748072,358882.20730068,12651.09791763
1998,NA,1,12,0,0,637.82806,382.20035,53.812363
1998,1,93,797,4327.1578454499995,15531.12098088,4587.344193066667,439103.888752,68841.3823492
1998,10,438,8228,47060.220981814,23904.10800373963,1214.6766678481413,390524.278473835,89444.416319338
1998,11,35,133,191.86301369,3827.684344349,49807.888793337144,194453.37267786,65328.825587994
1998,12,108,3174,14491.303787772,24958.7978036691,7416.797357636519,397934.237470807,66302.7072945475
1998,2,152,6382,41195.604651718,117913.083317304,9650.201072026513,1305579.022978507,165864.36949488
1998,3,430,14223,36046.463819641,61885.075296157,3601.6074575548237,1373320.158553299,159431.116796139
1998,4,43,1187,4639.3841611,62328.8697298,14569.60378783721,525970.2322398,72340.01100883
1998,5,134,6811,22137.83670787,29142.66033951,4993.350317234436,600716.194499089,81713.67629387
1998,6,585,30033,78956.43637505,67680.1978066314,1854.9639292685567,1013607.9757378988,151244.2795357875
1998,7,35,821,5946.0247279,99185.1635903,28529.138574657143,513123.470271,178586.892085
1998,8,19,61,1.249,20192.613307,27068.42494263158,173757.07401,46512.32438
1998,9,35,1706,420.13366802999997,5557.43417152,5927.580544402857,326852.3006009,10536.3946848
1999,NA,1,14,14.342119,13.025882,720.88892,447.78418,72.997581
1999,1,83,913,4767.17420751,15357.058809722,4840.471743204819,426321.3706421,64851.67203127
1999,10,453,8215,49408.115255151,27041.2500893108,1317.6629873811883,428839.286651279,96559.739063007
1999,11,47,180,265.9945008,4351.254931008,60749.34540393617,267904.742998082,130861.747414259
1999,12,101,3640,15129.8730862692,30555.472562555,8558.274589769697,414793.497993089,68020.94047447
1999,2,139,7213,51297.452304412,132260.531988401,11888.98783121073,1383881.2626707,174701.2817784
1999,3,435,14762,44654.296424584,79389.104424285,4099.790944326919,1519606.747261602,182200.799929509
1999,4,50,1246,3931.1795543,57760.2681485006,16579.651464418366,673533.59484897,99254.5703199
1999,5,141,6992,23485.456910099998,39270.4445764937,5044.820739506357,600208.62883439,82307.53472652
1999,6,610,32071,84411.23830942,76238.293500891,2199.4014922318615,1158577.15501453,193743.179251438
1999,7,42,927,6889.07006973,133939.920840099,38370.01595188095,658393.4039922,222230.265921
1999,8,19,53,1031.4111199,37773.024734,29484.355053157895,194157.9107,65501.456568
1999,9,39,1648,613.96347199,12964.13383691,7623.459300657894,417751.479886,19270.46806119
2000,NA,1,14,12.759784,15.10586,615.24658,394.80316,64.844276
2000,1,88,911,4769.62013726,16265.92010947,4826.150822975,440227.08294,69841.45828581
2000,10,451,7951,57363.930048839,30623.7397295577,1459.8411811369006,468113.08856501663,112965.0731900974
2000,11,56,231,315.42993205,5961.0018454316005,82657.73392232909,454553.85581455,168720.26177272
2000,12,127,3848,14240.312002649,49513.9433090414,8513.333699900788,581006.52597454,102789.6224249018
2000,2,149,7461,50269.04066451,131089.901754915,11377.943009210205,1378480.7359054,168916.9550993
2000,3,461,15573,43301.069728322,78419.1056108257,3887.428199113791,1515685.943255171,199047.713317908
2000,4,53,1392,4234.4788535,62340.7517850996,17822.85679526415,1057952.61405763,187588.0026489996
2000,5,137,6768,21157.71274098,33771.5109516535,5394.35127290438,639114.08046642,91907.8886636
2000,6,647,34761,100502.543016374,104776.708922286,2508.0750321766823,1315529.343892862,230923.7680154868
2000,7,47,933,6516.60408559,165142.47605729,46018.20721704348,730813.3720250101,249413.141216302
2000,8,29,71,236.03616,36590.3454065,21726.619762068967,274721.64631,50485.4576304
2000,9,40,1608,896.57769188,16715.971810798,7795.3498668525,461163.12337508,25110.832733919
2001,NA,1,7,12.924884,13.113514,550.11115,356.99994,53.087849
2001,1,80,918,4927.73038752,16287.46180934,6258.6139717820515,486252.589607,76859.4616128
2001,10,472,8382,65747.493591609,30455.7200786276,1520.1291294422708,482926.3157077496,118961.718358764
2001,11,58,269,439.47441753,4670.1023276282,59192.15450817579,339006.75756897,114217.967611078
2001,12,129,4235,13975.703428198,43355.2171057138,9044.833986352047,605622.059519226,79720.160032719
2001,2,142,8268,49833.65768885,124626.691570687,12316.084448871632,1363416.14987382,144403.2340691604
2001,3,441,16196,47914.6324724141,79385.342270079,4117.619389738881,1514562.24408741,167775.8849786311
2001,4,46,1211,3884.0719851,59279.8727376005,18963.43965630435,901178.75802996,159088.295566004
2001,5,137,6997,21434.14978619,32527.0841784067,5235.185686964779,611761.8067281104,81336.993118951
2001,6,688,39096,105999.83716262,95617.2917989556,2434.4418695551676,1269737.700137611,141541.084162256
2001,7,44,948,6944.65103998,141805.7969741,47971.097206697676,726130.75187802,237176.969319
2001,8,27,72,232.14327,33185.647918,24185.76441814815,310977.98422,68883.669009998
2001,9,50,1847,1045.73848458,21202.5290577701,7803.877883288,692785.9353634,37364.962834431
2002,NA,1,6,16.105881,13.947186,578.00714,387.03018,48.654934
2002,1,83,863,4986.06533179,17536.65134077,6350.3964661463415,520814.453884,84560.29286405
2002,10,463,8821,73094.42949414,33861.369732489,1667.6487498357017,535402.1339255138,131433.338047816
2002,11,48,276,516.96900387,10335.525493611,109315.43366571915,385826.1490648,177939.89250271
2002,12,120,4721,12787.579251995,39658.3904225991,9147.098408304539,535431.0817194098,83031.484194354
2002,2,141,8492,57254.39602905,131413.086324409,14415.495413832608,1575720.848829,178724.6598953
2002,3,448,17279,49722.271253507,72896.68196523043,4232.408294685016,1607461.408009348,179496.1418073452
2002,4,49,1230,4471.7358709,88900.9840444,20548.734452283672,938374.79901199,157062.18099899
2002,5,136,7076,22158.88872868,33778.64623636,5751.6663738830885,666483.7920042,92430.20961823
2002,6,677,40085,99479.14183334,71268.4264925046,2455.2814198859132,1230075.383891338,162289.8343110136
2002,7,52,1164,8189.061878212,117913.115614907,38718.954900554,830656.03755211,255419.44386159
2002,8,22,59,232.01665,29355.7519008,24273.575808636364,207197.621368,53482.799409
2002,9,40,1974,918.0547087708001,26164.3644447494,10961.90673418,765533.26164122,47535.007482099
2003,NA,1,21,19.319723,16.7001,678.90631,483.33017,59.866104
2003,1,76,862,5233.92484419,17843.98424871,7314.095506259079,520183.44184,86367.95829299
2003,10,473,8965,82997.056944719,35830.582375975,1964.1415186048812,564641.0600848017,147978.6931526193
2003,11,61,327,551.25229172,9977.1320752029,140867.17229692,573438.065902198,228902.0320841
2003,12,98,4439,12388.867077032,38373.2815018766,12220.949952110619,638284.74090134,99734.368571372
2003,2,144,8460,67431.265287711,145177.72845483,16227.29594425139,1798402.9694067,202208.68950792
2003,3,429,18139,56140.02202873,76844.723005347,4941.38882502021,1788797.6924158898,195389.312017153
2003,4,47,1335,3907.0956859,87717.2196675,21835.467201514894,1069266.69018905,183088.23013398
2003,5,143,6518,24091.430228907,36095.091904856,6115.50091147824,756445.77644109,102554.49913507
2003,6,707,42654,104251.31322544,71129.8475548666,2555.543093918312,1427431.213224456,209445.507832924
2003,7,52,1058,8698.195525663,107690.463359391,38180.80498103922,901471.5504889,292246.8690197
2003,8,20,62,223.69852,21181.686862,23888.3681035,180458.10376,46410.415229
2003,9,43,1897,1031.13495778,23159.23060577,9953.855761465116,759087.05141398,47001.10091735
2004,NA,1,16,20.192558,18.089167,679.76007,514.52698,64.877945
2004,1,76,808,5674.63340443,18360.13424068,8023.894848563158,612182.4212591,92813.16442480001
2004,10,460,7351,92253.286403292,35397.66854512872,2335.2003624459226,612994.2136047279,165371.685886578
2004,11,54,373,506.54618990299997,14205.693274227,157480.9728766663,561114.82207802,253328.4276034
2004,12,107,4476,13427.857419629,53255.8729040067,14147.25050687566,810020.5091389699,131358.2379381894
2004,2,136,8675,71967.223422279,166241.284979515,18393.85809497206,1935915.8127478,221514.94319677
2004,3,407,18478,58097.41628364,89020.056546023,5443.021438298276,1972000.22414885,250140.14634471
2004,4,49,1385,5064.5411002,121927.46038019999,27934.501301145832,1507838.408706,282331.4817013
