year,industry_code,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
2008,NA,1,6,21.95,15.69,768.25,600.51,73.58
2009,1,66,877,7419.83,24052.45,12297.81,678762.84,110292.1
2009,2,124,8562,82120.94,125446.88,22958.195081967213,1935413.03,123275.76
2009,3,342,18087,70011.55,89098.66,7764.058898809524,2099501.64,210686.43
2009,4,46,1440,6877.67,241339.99,47447.946,1701271.88,337730.77
2009,5,121,3680,26159.19,48619.84,10135.306355932204,897384.1,135914.89
2009,6,622,54102,147465,89097.58,4146.428642384106,2101066.6,330242.25
2009,7,43,1434,10062.61,132221.1,52406.339302325585,1086538.49,341403.71
2009,8,25,52,278.89,54925.7,35174.415,293065.87,78411.7
2009,9,38,1087,2994.99,46275.68,22617.590263157894,1477006.61,102056.08
2009,10,387,7038,110879.52,35319.75,4165.5610160427805,789237.21,235432.61000000002
2009,11,84,834,684.02,24702.44,269156.5484337349,1286325.32,240998.69
2009,12,87,4646,14049.699999999999,74670.77,20681.255930232557,991598.4,159642.83
2009,NA,1,12,21.64,9.22,828.71,516.94,40.21
2010,1,72,1166,8478.74,27440.989999999998,13331.596956521738,751556.66,121042.47
2010,2,124,10729,88286.15,130926.87,20936.94406504065,2128296.49,231923.16
2010,3,341,23052,73037.28,99037.88,8560.685119047619,2440399.64,298859.3
2010,4,52,2103,7473.81,259621.63,50290.16196078432,2185466.4899999998,422749.94
2010,5,123,5169,28389.38,46387.61,10317.321652892562,1018645.93,169354.5
2010,6,623,67383,169487.06,133626,4715.418985024959,2457541.22,435677.08
2010,7,43,2138,10090.22,142228.99,56032.89465116279,1165736.37,368501.36
2010,8,15,68,228.52,47989.69,48785.42133333333,267537.71,72073.17
2010,9,47,1540,3129.09,46909,18912.625652173912,1630213.68,108691.32
2010,10,425,9774,124092.13,33998.89,3962.219581280788,858340.53,258232.79
2010,11,86,1211,827.24,24440.24,346290.375,1579261.95,627370.01
2010,12,103,6121,13681.19,76425.6,19702.092828282828,1030767.54,220959.39
2010,NA,1,26,28.41,25.29,983.02,657.02,73.99
2011,1,70,1286,9127.61,30938.4,14334.14463768116,789344.7,135210.09
2011,2,133,10989,95526.64,131404.79,21605.12318181818,2303953.58,235201.1
2011,3,346,23590,78996.48,119281.7,8874.779125364432,2629687.71,309707.66
2011,4,55,1984,10337.44,291537.72000000003,52678.87094339623,2617058.31,496689.72
2011,5,121,5171,30243.36,54796.28,10971.433305785124,1101312.05,180964.7
2011,6,633,67448,181043.48,149609.15,4965.4280226904375,2585622.13,452827.76
2011,7,50,2716,10047.18,171154.54,54252.408367346936,1319335.92,413935.82
2011,8,15,72,293.59000000000003,43693.64,51674.56933333333,270969.55,60951.48
2011,9,47,1542,4903.19,64924.13,24246.670000000002,2170035.8,135199.81
2011,10,445,10087,126275.25,35700.31,3999.4033411214955,906787.19,272120.18
2011,11,90,1298,1026.48,24236.14,295492.2281818182,1460220.75,589453.51
2011,12,85,6207,17945.81,103672.68000000001,22901.896,1027810.06,240811.11000000002
2011,NA,1,32,29.3,18.53,994.56,704.7,75.95
2012,1,71,1495,8440.97,29159.59,13664.524142857143,772861.42,127268.37
2012,2,129,12760,97456.35,152561.69,23261.792558139536,2414921.52,239568.58
2012,3,340,25552,76626.86,125111.31,9463.853590504452,2589729.68,298764.27999999997
2012,4,56,2045,11094.03,345243.74,54559.45375,2814833.24,490693.24
2012,5,123,5549,30474.46,58904.47,10822.83918699187,1093877.8,179229.71
2012,6,633,74850,191134.05,148903.17,5205.6437459807075,2655750.25,489862.08
2012,7,50,3546,10782.01,185116.11,55409.6234,1397275.63,411929.27
2012,8,20,104,376.6,68278.79,55956.496,398249.64,80865.12
2012,9,51,1940,6818.8,70684.45,23440.773137254902,2155486.91,139222.24
2012,10,508,11443,130410.54,37441.65,3580.2725403225804,910098.31,275054.11
2012,11,88,1634,936.0699999999999,14489.87,319710.23252873565,1382110.55,600544.39
2012,12,99,6948,15507,109196.27,19813.746428571427,1065689.47,172507.04
2012,NA,1,23,25.97,22.16,890.28,611.33,61.54
2013,1,66,1634,8989.9,30088.66,16088.812461538462,804033.8099999999,147268.21
2013,2,132,13421,103352.40000000001,169638.41,24544.48183206107,2541693.61,268227.2
2013,3,336,26065,74633.41,115996.67,9386.689701492538,2615725.4,314792.52999999997
2013,4,59,2524,11460.54,349253.98,52101.101694915254,2663357.05,442779.49
2013,5,119,5833,31843.73,61328.34,11457.422268907563,1099146.82,182807.13
2013,6,644,81187,198396.06,150734.58,5415.7699063962555,2673423.17,521687.62
2013,7,51,4306,10849.71,202561.71,56805.61666666667,1422516.45,447964.1
2013,8,20,74,328.65999999999997,66267.76,53794.044,396174.15,87702.04
2013,9,47,2304,8843.83,63150.32,25049.953617021278,2136451.67,130873.68
2013,10,552,13080,129470.52,38616.08,3360.8825321100917,914681.64,261180.76
2013,11,92,1924,977.1700000000001,20024.35,335354.2926966292,1452449.88,660035.37
2013,12,106,7556,15407.35,117609.26,19943.279904761905,1170176.39,217944.83
2013,NA,1,19,24.63,13.88,821.02,629.1,63.43
2014,1,68,1810,9055.77,30964.61,15741.059705882353,797065.8,150389.13
2014,2,125,13828,98907.17,153430.37,25519.4388,2416990.13,263306.22
2014,3,337,27689,70500,103211.98,8689.663471810089,2413120.51,307351.25
2014,4,59,2721,11178.67,351579.47,53045.1679661017,2615243.33,400110.9
2014,5,117,6036,29774.97,62978.409999999996,11636.676068376068,1044619.14,175949.25
2014,6,632,88464,204916.42,158087.87,5841.419634920635,2629054.45,541598.99
2014,7,56,4762,9787.36,189903.65,49078.630892857145,1346771.26,386779.67
2014,8,18,86,133.11,56703.520000000004,56628.316666666666,358824.66,75067.36
2014,9,44,2698,11153.58,54694.310000000005,26343.814545454545,2005083.07,122950.93
2014,10,533,13024,135773.04,40121.74,3678.1107210626187,914397.54,264085.72000000003
2014,11,93,1837,1082.1499999999999,23397.33,346650.77215053764,1670473.49,684090.51
2014,12,100,7998,14192.08,109399.62,20337.478181818184,1106353.23,207037.4
2014,NA,1,13,20.35,11.53,738.83,541.67,61.48
2015,1,69,1736,9751.75,31857.46,17341.182028985506,779225.19,155169.13
2015,2,120,14243,97963.6,183178.63,26792.610333333334,2420755.49,278098.86
2015,3,346,26794,73777.03,105090.64,8258.58739884393,2353522.19,290491.29
2015,4,54,2750,9164.73,256168.99,52168.476481481484,1720817.45,202795.46
2015,5,121,5830,30213.579999999998,61964.5,11026.45347107438,977469.49,178534.73
2015,6,599,84779,213300.48,169078.4,6558.01135451505,2724201.28,574745.02
2015,7,52,3948,7523.65,187829.93,55632.164615384616,1335132.54,417655.75
2015,8,20,86,106.33,62013.68,50109.1255,306799.44,83467.17
2015,9,44,3130,14379.68,48046.91,26038.659090909092,1870749.83,120213.19
2015,10,521,11686,139987.56,43609.26,4044.5408653846152,929782.77,274529.21
2015,11,67,1459,1017.49,23721.07,388801.70358208957,1339658.22,584537.02
2015,12,97,7933,14471.42,76993.59,17186.559587628864,984242.86,134539.68
2015,NA,1,12,22.38,17.7,790.55,591.92,71.47
2016,1,60,1850,9458.48,31667.6,22005.106610169492,732019.01,151964.78
2016,2,110,14642,97831.16,171770.66,30691.559545454544,2382730.96,290255.53
2016,3,321,25142,67599.58,96067.57,8757.962367601247,2160156.07,274746.52
2016,4,60,2849,8986.869999999999,185558.48,47406.3905,1517999.85,216996.3
2016,5,115,5330,29191.74,54950.92,11779.676434782608,904680.7,177350.38999999998
2016,6,545,85141,223206.56,179711.18,7840.40447706422,2689053.15,553822.78
2016,7,53,3618,7466.4000000000005,193973.96,55342.20566037736,1373324.5999999999,420644.28
2016,8,19,83,276.22,67653.98,62057.15947368421,341071.54,89986.83
2016,9,42,3700,17803.83,43243.43,28774.68,1913197.77,132701.65
2016,10,493,11121,146808.33,44405.77,4389.269044715447,945377.32,280878.72
2016,11,67,1469,729.0600000000001,24066.06,401147.94597014925,1315965.35,521463.43
2016,12,95,7898,19021.329999999998,83680.13,19294.866421052633,1100290.32,178123.26
2016,NA,1,19,26.73,17.94,834.36,600.8,76.19
