year,country,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
1986,Switzerland,2,14,0,949.9300000000001,7790.71,23578.309999999998,2991.81
1986,United Kingdom,13,296,2587.59,12590.37,9819.034615384615,113159.03,20968.02
1986,United States,621,13778,41395.27,116437.31,2486.8023987034035,1439639.77,214362.09
1987,Belgium,1,49,0,0,NaN,0,0
1987,Canada,22,198,774.18,4372.77,3115.4295454545454,47154.11,8633.92
1987,Finland,1,8,9.06,20.62,418.97,355.31,36.45
1987,France,2,112,1268.85,1371.52,10852.625,17275.15,1785.41
1987,Ireland,5,421,317.09999999999997,438.71999999999997,1719.114,10690.58,1421.77
1987,Israel,2,23,14.42,15.030000000000001,176.6,270.8,21.69
1987,Italy,1,5,215,819,17880,11090,1381
1987,Japan,154,11227,21252.14,27479.25,6341.637987012987,995300.61,68478.94
1987,Luxembourg,1,6,0,27.8,2141.4,488.7,42.4
1987,Netherlands,4,835,3349.5800000000004,4243.75,11909.102499999999,60647.86,6338.48
1987,Norway,1,4,106.13,1271.12,9721.97,8764.08,1230.6
1987,Panama,1,41,175.12,84.3,1144.6,1129.2,337.7
1987,Singapore,1,2,9.02,1.1,83.98,66.86,0.44
1987,South Africa,1,1,0,1.65,5.68,2.14,-0.59
1987,Sweden,4,115,1456.89,1730.1299999999999,7907.8175,36535.41,3366.22
1987,Switzerland,3,26,0,1249.44,6607.533333333333,27728.77,3802.12
1987,United Kingdom,14,385,3506.22,14127.74,11199.785,138669.21,25391.19
1987,United States,699,15609,46564.09,108244.51,2406.5700869565217,1595595.89,244255.58
1988,Australia,1,1,3.89,4.81,98.74,219.25,19.28
1988,Belgium,1,66,0,0,588,0,120.65
1988,Canada,18,161,892.38,5657.91,4136.466666666666,49680.65,10307.34
1988,Finland,1,4,11.01,17.21,486.59,380.56,36.18
1988,France,2,126,1110.18,1510.87,14635.235,18311.46,4160.8
1988,Germany,1,95,2675.14,3623.06,29283.89,42651.71,3032.65
1988,Ireland,6,422,358.37,586.83,1630.32,12324.96,1617.9399999999998
1988,Israel,2,10,16.47,18.98,202.4,329.21000000000004,35.75
1988,Italy,1,21,310,779,14642,10267,1898
1988,Japan,163,11109,22939.25,30858.39,6697.2174233128835,1088266.43,86313.88
1988,Luxembourg,1,6,0,0,NaN,0,0
1988,Netherlands,5,696,3147.73,3838,9447.57,56849.8,6038.93
1988,Netherlands Antilles,1,5,0,7.41,110.87,91.42,12.71
1988,Norway,2,13,144.99,1072.6100000000001,5451.955,9539.880000000001,1670.54
1988,Panama,1,42,217.9,111.5,1443.7,1271.5,381.1
1988,Singapore,1,4,8.97,1.72,90.91,83.5,9.9
1988,South Africa,1,1,0,1.81,7.29,3.26,-0.77
1988,Sweden,4,85,1517.93,1940.1399999999999,8195.9525,36031.5,3545.15
1988,Switzerland,2,26,0,1304.6699999999998,11069.22,27142.26,3727.17
1988,United Kingdom,22,434,4084.47,16927.68,7733.438181818182,154820.25,29428.5
1988,United States,723,14553,48447.07,125394.81,3183.722539007092,1769291.82,292551.42
1989,Australia,2,61,3.03,0,2326.2650000000003,2111.06,558.6800000000001
1989,Belgium,2,106,0,0,986.0600000000001,723.74,228.84
1989,Canada,21,192,1206.58,8704.16,4410.375714285715,49844.86,11979.96
1989,Denmark,2,15,0,0,489.795,1039.69,489.03
1989,Finland,3,47,300.15000000000003,28.79,3002.8900000000003,8563.78,616.41
1989,France,15,427,4430.64,1999.08,9401.105333333333,131445.88,17380.28
1989,Germany,21,2641,12795.57,4311.4,9942.249047619047,265969.53,27774.170000000002
1989,Ireland,7,498,392.96999999999997,620.28,1496.0114285714285,13800.76,1794.52
1989,Israel,6,27,64.7,40.36,160.77166666666668,857.72,94.82000000000001
1989,Italy,3,55,1043.67,676,24324.583333333332,46977.35,7885.95
1989,Japan,170,13812,23370.43,38647.83,6500.559408284023,1058784.23,88116.25
1989,Luxembourg,1,7,0,0,NaN,0,0
1989,Netherlands,8,968,3545.93,4203.84,8030.98,76240.51,8487.54
1989,Netherlands Antilles,1,12,0,3.16,118.33,98,14.63
1989,New Zealand,1,3,0,0,224.17,296.83,23.34
1989,Norway,3,13,166.81,1332.1399999999999,3688.0899999999997,10522.98,1741.4
1989,Panama,1,39,245.2,143.1,1440.2,1349.4,388.1
1989,Singapore,1,6,10.16,2.58,95.42,96.48,9.29
1989,South Africa,1,2,0,0.4,6.17,3.84,-1.32
1989,Sweden,6,122,1984.47,2691.2799999999997,7180.711666666666,44805.68,4822.64
1989,Switzerland,6,262,497.56,1587.21,8350.251666666667,53255.49,8203.08
1989,United Kingdom,26,702,5443.25,19156.19,8896.57923076923,213766.79,38802.14
1989,United States,771,17920,54371.78,138120.44,3447.420656836461,1924363.39,314079.99
1990,Australia,2,39,6.01,240.13,2698.775,3120.3399999999997,633.1500000000001
1990,Belgium,2,81,0,0,1159.385,879.64,248.69
1990,Canada,25,185,1273.94,9257.38,3857.8132,51396.41,11168.78
1990,China,1,2,0.05,0.03,1.6,2.12,-0.33
1990,Denmark,3,18,206.86,225.76,1127.1433333333334,2776.3700000000003,886.1500000000001
1990,Finland,3,45,339.28000000000003,31.97,3154.9,9361.09,631.3199999999999
1990,France,16,421,5624.91,2814.43,11084.459375,153744.17,18476.35
1990,Germany,22,2524,16864.16,4770.19,11683.697272727273,315305.52,30963.2
1990,"Hong Kong, SAR China",1,3,0,0,196.57,151.79,39.33
1990,Ireland,8,520,419.44,633.74,1900.27,14750.44,1832.23
1990,Israel,5,27,86.63000000000001,50.01,252.346,1195.41,139.91
1990,Italy,3,31,1370.71,1380.9,31722.25,65440.020000000004,10045.94
1990,Japan,183,13539,29929.44,49895.19,7450.421639344262,1317185.25,100052.26
1990,Luxembourg,1,3,0,0,NaN,0,0
1990,Netherlands,8,867,3926.05,4292.360000000001,9176.60875,87531.92,9902.79
1990,Netherlands Antilles,1,2,0,4.58,118.64,105.35,15.74
1990,New Zealand,1,3,0,0,245.16,295.84,34.51
1990,Norway,1,14,175.85,951.51,11996.67,10389.63,1817.32
1990,Panama,1,37,270.8,144,1786.5,1521,455.7
1990,Singapore,1,1,10.61,2.4,97.18,102.81,11.31
1990,Spain,1,1,62,7533,34390,9048,4490
1990,Sweden,6,117,2463.96,2423.55,8199.45,47229.49,4240.65
1990,Switzerland,8,327,1762.75,1987.51,9410.847142857143,63051.45,8516.73
1990,United Kingdom,31,782,7485.29,21707.1,8947.133870967742,273764.47,43322.979999999996
1990,United States,756,16808,60497.49,147799.92,3185.265138888889,1997530.01,314121.65
1991,Australia,1,51,0,148.06,2110.32,508.81,143.2
1991,Belgium,2,101,0,0,1254.2649999999999,984.81,247.62
1991,Bermuda,2,2,0,354.57000000000005,800.41,625.0699999999999,158.71
1991,Brazil,2,22,33.71,0,13948.48,7596.83,2330.66
1991,Canada,29,223,1356.8,6754.75,3106.459655172414,47118.49,7447.89
1991,Denmark,3,42,227.78,274.51,1244.9566666666667,2954.53,977.04
1991,Finland,4,53,259.55,15.05,3693.125,9287.279999999999,641.56
1991,France,15,442,6105.41,3555.09,12307.026,157256.29,18916.75
1991,Germany,22,2430,15235.38,5404.65,12367.850454545454,336018.51,31019.35
1991,"Hong Kong, SAR China",1,8,0,0,227.63,167.31,41.78
1991,Ireland,9,576,448.9,617.42,1793.8844444444444,17953.579999999998,2080.82
1991,Israel,3,15,61.19,47.2,329.9766666666667,921.12,119.38999999999999
1991,Italy,3,34,1530.58,921.58,33274.46,65465.12,9713.58
1991,Japan,190,14598,34068.59,58582.35,7837.3968783068785,1406186.3699999999,96167.88
1991,Luxembourg,1,3,0,0,NaN,0,0
1991,Mexico,1,1,0,0,3911.23,1733.84,427.11
1991,Netherlands,7,933,3127.7200000000003,2014.8899999999999,10957.948571428571,90412.29000000001,6531.62
1991,Netherlands Antilles,1,3,0,4.51,121.26,104.61,15.53
1991,New Zealand,1,4,0,0,208.44,276.62,30.55
1991,Norway,3,21,243.22,185,4478.043333333333,11158.140000000001,1775.72
1991,Panama,1,29,315.6,247.7,2272.8,1816.9,563.8
1991,Singapore,1,1,14.3,3.8,92.92,100.19,3.52
1991,Spain,1,1,100,6428,38750,11117,5111
1991,Sweden,7,128,2774.95,2105.98,7571.661428571429,46893.63,3441.6
1991,Switzerland,8,317,1735.41,2067.7,9864.31,64903.729999999996,8973.59
1991,United Kingdom,31,1037,7569.22,20929.5,9168.368387096774,259828.48,39944.38
1991,United States,811,18638,62292.88,152960.21,3528.2042432082794,2084034.8,307204.54
1992,Australia,1,41,0,133.12,1955.8,492.43,337.75
1992,Belgium,2,79,0,0,1225.12,997.27,236.71
1992,Bermuda,1,3,0,49.25,309.43,286.27,48.42
1992,Brazil,2,20,45.370000000000005,0,14817.710000000001,7954.52,2126.8
1992,Canada,27,224,1182.28,5876.76,3512.3892,44283.14,7980.81
1992,Denmark,3,42,243.37,352.26,1349.6333333333334,3370.82,1222.17
1992,Finland,4,59,237.34,6.26,3130.9525,8214.66,757.29
1992,France,16,518,6025.29,2884.53,11135.375625,149779.47,18869.97
1992,Germany,22,2452,16043.59,0,12893.351363636364,341690.24,28394.02
1992,"Hong Kong, SAR China",1,5,0,0,348.92,191.23,48.74
1992,Ireland,10,616,579.9300000000001,722.69,1754.617,19816.4,2219.02
1992,Israel,4,18,51.93,45.75,242.20999999999998,779.26,147.31
1992,Italy,4,29,674.45,1122.77,22001.13,52107.189999999995,7352.67
1992,Japan,198,15691,38818.65,57244.66,8607.015431472082,1608812.95,94947.13
1992,Luxembourg,1,5,0,33.13,929.09,957.48,124.74
1992,Mexico,1,3,0,0,1019.66,994.71,124.56
1992,Netherlands,9,767,2889.64,2585.38,8241.354444444445,88897.7,5328.88
1992,Netherlands Antilles,1,4,0,9.15,126.11,114.67,18.57
1992,New Zealand,1,1,0,0,206.17,318.12,34.09
1992,Norway,2,15,196.17000000000002,1083.63,6400.975,9196.12,1467.66
1992,Panama,1,38,374.4,340.8,2809.1,2085,612.1
1992,Singapore,1,5,13.89,3.6,83.94,94.96,-4.78
1992,South Korea,1,1,104.6,1622.1,15690.4,8251.2,2466.1
1992,Sweden,7,132,2291.71,1612.98,6383.495714285715,38053.77,1859.19
1992,Switzerland,9,339,3019.52,2198.99,8939.31625,65938.62,10050.06
1992,Taiwan,1,5,23.02,0,489.6,261.34,53.83
1992,United Kingdom,31,928,7077.26,19929.17,9888.656,242981.11,32304.91
1992,United States,905,19755,69470.33,150442.53,2960.436519208382,2074990.28,315395.77
1993,Australia,3,55,56.84,2282.68,7581.26,12719.98,2895.42
1993,Belgium,3,110,333.37,0,3238.8566666666666,7603.87,770.7199999999999
1993,Bermuda,1,1,0,29.21,426.82,352.04,50.14
1993,Brazil,3,22,182.67000000000002,0,17507.54,19677.670000000002,4180.57
1993,Canada,28,187,1389.1,7018.3,3653.3662962962962,48333.090000000004,10194.07
1993,China,1,1,0.44,0.02,5.33,0.06,-0.84
1993,Denmark,3,50,257.66,390.2,1345.21,3265.19,1136.1499999999999
1993,Finland,4,35,335.02,209.47,2869.8125,9068.82,1199.94
1993,France,18,497,6849.79,7179.11,13953.943888888889,194394.07,20716.52
1993,Germany,22,2349,14145.15,4903.38,12474.674545454545,305857.85,21240.5
1993,"Hong Kong, SAR China",1,4,0,54.2,527.77,195,51.95
1993,Ireland,9,545,727.83,891.44,1656.881111111111,19860.3,2315.66
1993,Israel,5,14,123.46000000000001,85.42999999999999,432.23,2155.4700000000003,303.56
1993,Italy,5,44,474.21999999999997,670.85,26150.044,79742.1,12772.27
1993,Japan,199,16274,41901.26,56815.07,9536.203838383839,1753237.16,92652.11
1993,Luxembourg,1,4,0,29.61,1226.15,1013.35,121.44
1993,Netherlands,9,694,2553.28,2116.2799999999997,7701.055555555556,83221.84,5137.5
1993,Netherlands Antilles,1,4,0,13.17,133.61,121.83,21.49
1993,New Zealand,1,5,0,25.51,234.39,376.34,46.12
1993,Norway,3,20,192.16,1106.24,4110.389999999999,9194.36,1520.56
1993,Panama,1,36,404.4,197.9,2960.7,2123,627.8
1993,Singapore,1,3,16.94,4.4,105.28,140.88,17.34
1993,South Korea,6,465,0,0,5560.63,30223.21,2712.5299999999997
1993,Spain,1,1,97,2619,28654,9294,4435
1993,Sweden,6,115,2203.6,1631.25,7130.453333333333,41355.85,2984.41
1993,Switzerland,11,580,3534.9900000000002,3603.44,7842.79,71873.3,11557.32
1993,Taiwan,1,10,37.84,0,567.72,380.64,103.23
1993,United Kingdom,30,921,6024.22,16720.12,7592.804,210091.56,29935.2
1993,United States,960,21069,70445.44,157468.47,3551.5488558855886,2263680.54,356822.46
1994,Australia,3,49,103.24,3044.5,9396.603333333333,17334.26,3770.45
1994,Belgium,3,134,360.95,129.94,3657.1666666666665,9338.11,1358.77
1994,Brazil,2,14,226.56,343.57,21050.675,20974.199999999997,2480.54
1994,Canada,40,240,1528.65,5114.45,2221.465897435897,47768.78,8887.369999999999
1994,China,2,4,1.43,1.4,13.005,18.02,0.22999999999999998
1994,Denmark,4,57,311.7,621.38,1982.2625,6219.74,1822.29
1994,Finland,3,58,444.68,713.24,4186.46,10755.51,1807.8799999999999
1994,France,20,605,8439.68,12939.53,18305.865,264807.88,38239.6
1994,Germany,23,2210,16291.609999999999,14105.37,14153.488695652173,370230.83,30240.72
1994,"Hong Kong, SAR China",2,10,0.36,44.599999999999994,341.02000000000004,395.38,66.52
1994,Ireland,8,533,765.27,1134.65,2827.82875,25302.64,3105.31
1994,Israel,6,26,110.86,73.11,322.28333333333336,1746.97,266.77
1994,Italy,5,64,451.82,3701.13,27514.292,69986.63,17352.55
1994,Japan,212,16972,48762.54,69943.46,11852.998246445497,2122513.87,140922.01
1994,Luxembourg,1,3,0,18.45,866,634.88,81.5
1994,Netherlands,9,687,3124.6499999999996,3510.2,8889.203333333333,97243.88,7370.29
1994,Netherlands Antilles,1,3,0,12.37,156.87,142.95,24.68
1994,New Zealand,1,3,0,40.14,477.93,501.97,75.2
1994,Norway,3,23,216.42000000000002,1152.46,5020.386666666666,11761.369999999999,2230.59
1994,Singapore,1,5,21.29,6.2,121.2,173.3,17.69
1994,South Korea,5,555,124,1610,8876.797999999999,41611.69,7287.91
1994,Spain,2,4,136,4403,24163.5,25257,7837
1994,Sweden,6,152,2643.4700000000003,2539.39,8402.053333333333,57386.6,6130.5599999999995
1994,Switzerland,11,653,4086.91,4518.96,9346.825,82530.62999999999,13906.25
1994,Taiwan,1,48,40.75,0,1073.69,582.48,254.53
1994,United Kingdom,32,898,6767.58,15929.61,7905.6025,223416.16,32644.22
1994,United States,1076,22191,76690.67,188081.22,3167.155667311412,2523624.24,429213.9
1995,Australia,5,54,210.14000000000001,6533.44,10754.502,30248.01,7583.89
1995,Belgium,5,158,409.27,140.37,2393.0060000000003,10699.09,1738.6
1995,Brazil,2,22,249.59,422.88,23052.955,19989.690000000002,2742.49
1995,Canada,45,251,1911.38,6497.55,2325.2515909090907,55151.86,13816.65
1995,China,1,3,1.94,1,19.79,11.47,-2.12
1995,Denmark,3,38,351.6,568.73,2885.753333333333,6968.1900000000005,2085.25
1995,Finland,3,83,728.32,1358.3200000000002,5025,13909.119999999999,2651.22
1995,France,20,580,9664.12,13804.68,19723.8275,292147.19,42176.36
1995,Germany,23,2245,18300.96,15184.64,15612.958695652174,406294.44,35719.36
1995,"Hong Kong, SAR China",1,5,0,65.86,610.49,284.78,56.07
1995,Ireland,9,576,874.19,1505.17,2708.8566666666666,28694.219999999998,3847.1
1995,Israel,11,31,157.24,84.19,233.36090909090908,2499.82,271.25
1995,Italy,7,55,425.55,4251.32,21211.19,83548.6,21033.72
1995,Japan,212,16769,39850.25,60851.909999999996,10113.62009478673,1875564.31,165140.24
1995,Luxembourg,1,3,0,23.98,621.44,675.21,77.09
1995,Netherlands,10,819,3568.07,5179.49,9315.894,113852.99,8873.5
1995,Netherlands Antilles,1,2,0,13.29,183.88,159.82,28.36
1995,New Zealand,1,6,0,45.46,556.24,556.22,85.61
1995,Norway,3,26,245.19,1309.4499999999998,5506.966666666666,14086.140000000001,3189.85
1995,Singapore,2,5,71.92,53.92,426.135,1506.85,141.84
1995,South Korea,9,638,264.3,18503.73,12175.81111111111,79337.79,20881.36
1995,Sweden,9,211,3701.87,4115.93,6930.807777777778,75406.86,8109.86
1995,Switzerland,12,635,7225.7,6657.31,11560.4625,125920.76,19193.82
1995,Taiwan,4,183,118.45,705.12,1127.4275,2672.83,1333.32
1995,United Kingdom,32,924,7843.8499999999995,18162.35,8475.63125,251629.59,36270.25
1995,United States,1176,22344,91715.31,215625.12,3109.6275043478263,2808896.15,503384.74
1996,Australia,6,101,261.08,7445.99,9346.103333333333,33411.29,7281.17
1996,Belgium,4,144,392.75,152.69,2942.835,10166.59,1586.95
1996,Bermuda,1,1,0,0,5031.54,922.7,437.87
1996,Brazil,2,14,219.11,0,25266.435,22019.600000000002,2439.8
1996,Canada,51,297,2507.72,7393.58,2251.572549019608,66416.38,13062.48
1996,China,2,3,5.75,3.67,43.349999999999994,147.6,6.799999999999999
1996,Denmark,5,79,401.11,632.52,1818.342,7364.74,1202.57
1996,Finland,4,102,1086.49,1894.3700000000001,6063.9225,22824.280000000002,3330.17
1996,France,25,745,11090.35,15455.72,15459.4844,305692.6,41986.909999999996
1996,Germany,24,2600,17852.97,21530.32,15058.262083333333,392604.13,39727.82
1996,"Hong Kong, SAR China",3,8,0.4,35.58,203.34,586.01,99.8
1996,Ireland,9,577,1027.99,1335.97,2833.2277777777776,30739.879999999997,4028.07
1996,Israel,8,34,175.36,137.83,353.19125,2648.17,341.58
1996,Italy,5,52,441.79,6435.05,22642.442,75118.03,13355.53
1996,Japan,222,18241,39737.62,66183.44,8539.04402714932,1736984.81,165032.91
1996,Luxembourg,1,10,0,31.09,592.66,741.14,80.1
1996,Netherlands,11,799,3637.87,5006.87,7513.732727272727,106829.33,7922.47
1996,Netherlands Antilles,1,2,0,11.74,199.63,177.06,28.69
1996,New Zealand,1,6,0,49.39,527.47,542.9,88.85
1996,Norway,5,39,266.12,2946.0099999999998,4571.486,18571.45,4306.26
1996,Singapore,2,7,85.16,38.2,421.45500000000004,1689.24,46.19
1996,South Korea,10,909,206.6,24137.96,13178.563,85969.56,16817.71
1996,Spain,2,4,205,6897,29240,31855,9914
1996,Sweden,12,324,5251.58,5010.18,6209.79,78298.01,9108.67
1996,Switzerland,13,727,8558.69,7831.72,12499.499230769232,137155.58,21071.31
1996,Taiwan,5,94,140.4,1382.2,1033.792,4238.84,1355.05
1996,United Kingdom,37,986,8662.4,20956.82,8494.76138888889,291238.8,44999.5
1996,United States,1305,25197,97505.47,247410.03,3082.012946708464,3045934.12,541530.85
1997,Australia,8,78,236.63,6639.7300000000005,6456.63,30627.89,4619.11
1997,Belgium,4,181,318.37,946.39,2773.1825,9625.550000000001,1449.61
1997,Bermuda,1,1,0,0,NaN,0,0
1997,Brazil,2,10,219.87,3296.8199999999997,24755.8,22139.88,3880.27
1997,Canada,61,296,2730.01,8051.86,2207.421724137931,75034.35,15966.83
1997,Cayman Islands,1,2,2.52,0.97,0,5.43,-4.2
1997,China,1,2,2.49,2.5,20.71,12.47,-5.44
1997,Denmark,6,143,478.81,782.28,1084.4983333333334,5807.179999999999,1079.84
1997,Finland,3,108,1000.6500000000001,947.01,6871.303333333333,19400.11,3393.88
1997,France,25,793,10376.88,15520.5,14319.4768,291100.57,42372.01
1997,Germany,24,2572,17779.21,38911.5,18911.340833333332,432123.41,57218.62
1997,"Hong Kong, SAR China",3,7,0.03,53.690000000000005,230.51333333333335,671.47,134.18
1997,Iceland,1,1,0,0,NaN,0,0
1997,Ireland,9,491,1274.51,1387.67,3300.6133333333332,32536.29,4491.54
1997,Israel,11,33,231.48999999999998,129.42,297.81545454545454,3073.5600000000004,455.88000000000005
1997,Italy,5,55,468.31,8002.49,25214.74,72862.14,18731.329999999998
1997,Japan,218,18308,37747.05,63662.85,8642.780276497695,1662703.67,164101.43
1997,Luxembourg,1,5,0,36.31,610.05,736.88,99.76
1997,Netherlands,14,794,3287.9,3828.6,6601.197857142857,110561.85,9559
1997,Netherlands Antilles,1,4,0,21.59,219.71,211.86,40.38
1997,New Zealand,1,7,0,0,NaN,0,0
1997,Norway,3,20,127,2119.59,5322.21,13718.94,2656.02
1997,Singapore,2,7,81.19,50.959999999999994,595.82,1734.8700000000001,252.51999999999998
1997,South Korea,9,1181,93.2,7193.2,9930.08,46375.57,8919.91
1997,Spain,3,3,0,7684.02,22156.073333333334,33077,10141.96
1997,Sweden,11,341,6112.179999999999,5591.17,14573.620909090909,81377.4,12362.26
1997,Switzerland,15,1123,11811.5,8061.280000000001,11640.578,138933.35,22801.170000000002
1997,Taiwan,11,258,309.99,2880.61,1256.6781818181819,6564.19,1642.21
1997,United Kingdom,33,1099,8752.36,22458.98,9337.714375,289455.27,46029.82
1997,United States,1363,26267,111175.89,271992.7,3091.015169811321,3262451.21,594566.34
1998,Australia,6,38,73.67999999999999,2647.05,3956.8450000000003,14775.11,4979.13
1998,Belgium,5,223,615.93,1143.99,3371.0860000000002,15391.24,2919.9
1998,Bermuda,4,13,21.16,434.24,952.7175,2268.98,520.25
1998,Brazil,3,22,47.87,4656.1900000000005,15758.893333333333,19129.48,4732.82
1998,Canada,71,494,4583.05,11730.41,2224.6354285714287,95384.24,18028.19
1998,Chile,1,1,0.42,5.39,242.44,184.7,48.05
1998,China,2,4,4.02,1.77,33.760000000000005,105.69,11.22
1998,Denmark,6,178,648.4,593.11,1252.4966666666667,6255.7300000000005,1185.3
1998,Finland,4,218,1433.22,1008.01,6979.695,29365.84,6028.17
1998,France,25,1004,11385.12,17621.47,15492.3304,303670.09,45989.36
1998,Germany,29,3510,23677.99,54539.97,21037.247931034482,588944.69,74771.64
1998,"Hong Kong, SAR China",3,12,0,41.88,259.1933333333333,712.89,155.03
1998,Iceland,1,1,6.56,5.08,38.54,12.7,-10
1998,India,1,2,2.21,17.32,135.53,100.38,18.21
1998,Ireland,9,689,1535.49,1737.66,3789.742222222222,37024.81,5272.99
1998,Israel,15,55,215.23,106.59,215.03266666666667,2487.31,356.47
