year,country,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
1998,Italy,4,81,374.94,8023.69,29086.3,69556.98,18325.87
1998,Japan,231,24496,48737.1,70987.3,9322.616956521739,1827709.19,172185.73
1998,Luxembourg,2,19,53.21,74.64,601.325,1381.9099999999999,123.41
1998,Netherlands,12,1155,3721.0600000000004,4481.95,8975.695833333333,110332.59,8330.97
1998,Netherlands Antilles,1,7,0,24.46,251.71,234.73,44.83
1998,New Zealand,1,10,0,0,NaN,0,0
1998,Norway,2,18,151.7,2528.91,9175.130000000001,13569.64,2210.7799999999997
1998,Singapore,3,33,133.87,313.56,843.0666666666666,2067.87,332.35
1998,South Korea,13,2223,241.23,17981.93,10795.66076923077,83853.24,17561.93
1998,Spain,2,12,41.51,6472.84,38917.555,36879.59,13029.08
1998,Sweden,11,682,6455.4000000000005,5913.12,7907.783636363636,90607.77,11330.86
1998,Switzerland,15,1354,9595.720000000001,7853.360000000001,12816.554666666667,155134.44,26798.58
1998,Taiwan,12,677,504.38,2693.7,1575.5625,8782.38,2025.01
1998,United Kingdom,42,1301,11435.13,26820.85,16106.802142857143,354328.27,66679.43000000001
1998,United States,1566,34904,129559.63,280688.95,3666.422457846952,3380735.74,652249.05
1999,Australia,9,43,95.95,3469.83,3460.015,19325.45,6084.12
1999,Austria,1,65,0,0,241.31,225.29,1.44
1999,Bahamas,1,1,1.13,0.16,2.14,0.15,-3.25
1999,Belgium,4,237,379.33000000000004,238.07,2922.9425,9603.529999999999,1559.99
1999,Bermuda,4,8,82.7,105.94000000000001,4389.045,4206.3499999999995,840.11
1999,Brazil,3,20,32.58,3548.33,14242.666666666666,20179.65,7043.77
1999,Canada,86,641,4431.55,12588.32,2041.2068235294118,112555.14,22036.19
1999,Cayman Islands,1,2,5.52,0.81,12.79,23.73,1.13
1999,China,2,9,0.73,3998.2799999999997,16731.44,28716.55,3871.18
1999,Denmark,7,223,581.88,831.5,1656.232857142857,9484.77,1690.19
1999,Finland,6,292,1963.6399999999999,1885.1499999999999,5889.22,36827.16,8088.39
1999,France,27,1169,11082.1,15582.34,17642.877407407406,320280.6,46351.61
1999,Germany,33,3649,23042.329999999998,69519.5,18840.507272727275,532724.97,62220.99
1999,"Hong Kong, SAR China",3,15,17.36,52.44,345.3133333333334,1211.91,238.77999999999997
1999,Iceland,1,1,11.29,2.89,80.53,16.59,-22.05
1999,India,2,8,3.05,33.17,223.975,636.62,115.02
1999,Indonesia,1,1,0,6.85,366.48,7.98,-3.23
1999,Ireland,13,715,1719.62,1935.6100000000001,3477.8469230769233,44272.44,6749.58
1999,Israel,12,50,413.01,164.26999999999998,420.81,3374.15,597.76
1999,Italy,7,73,329.43,10359.64,26973.847142857143,96720.75,30732.5
1999,Japan,238,25011,74103.44,143228.33,10580.589493670886,2122668.99,237827.85
1999,Luxembourg,2,13,62.68,92.69,616.245,1539.65,184.18
1999,Mexico,1,1,0,174.81,3300.36,2730.23,606.62
1999,Netherlands,17,1240,3716.19,6733.11,7544.12,116606.5,11846.75
1999,Netherlands Antilles,1,16,2.37,14.63,277.86,255.46,58.51
1999,New Zealand,1,6,7.96,33.76,459.22,415.57,72
1999,Norway,4,31,215.13,2649.29,8191.195000000001,18089.390000000003,3826.64
1999,Singapore,3,60,142.81,367.62,1105.5833333333333,2389.72,411.25
1999,South Africa,1,2,24.34,390.32,4016.79,3176.21,846.88
1999,South Korea,13,2745,119.28999999999999,19067.14,15714.556923076923,122422.38,27765.72
1999,Spain,2,5,0,8992.41,53191.175,50666.1,10354.9
1999,Sweden,12,893,5239.38,3427.9700000000003,6584.7,74160.31999999999,8687.42
1999,Switzerland,17,1454,11362.84,8030.79,12904.758235294117,163726.45,23947.18
1999,Taiwan,18,1005,779.58,4121.67,1809.8905555555555,17172.2,3969.4900000000002
1999,United Kingdom,42,1588,14431.71,27417.08,16418.645853658538,357039.64,63663.84
1999,United States,1559,36452,131123.06,297604.02,4999.266712062256,3835965.02,806619.3
2000,Argentina,1,1,0,1173,13242,8660,3711
2000,Australia,12,35,164.19,4223.4400000000005,4976.288333333333,36931.28,7319
2000,Austria,3,81,63.08,1053.8600000000001,3779.8433333333332,6366.38,867.9
2000,Bahamas,1,1,2.07,0.38,4.52,0.16,-3.7
2000,Belgium,4,280,376.86,921.39,2960.185,10089.45,1716.47
2000,Bermuda,7,12,358.57,688.54,4242.837142857143,8028.5,1791.78
2000,Brazil,3,29,198.18,4193.57,17184.163333333334,31846.739999999998,12580.63
2000,Canada,82,814,6184.38,13740.07,3036.1603658536587,144436.55,27020.88
2000,Cayman Islands,2,2,0,0.09,158.71,120.49,9.3
2000,China,2,10,212.45,5256.46,21007.745,39766.06,6686.52
2000,Denmark,7,193,630.23,649.25,938.9571428571428,5707.54,1146.68
2000,Finland,8,332,2644.75,2281.32,5728.7225,46313.590000000004,9624.13
2000,France,29,1304,14384.09,22031.1,21626.68275862069,509568.72000000003,79972.15000000001
2000,Germany,34,4210,24092.89,69274.72,20525.972352941175,585716.97,85686.81
2000,"Hong Kong, SAR China",2,8,2.63,70.17999999999999,526.255,1373.72,230.10000000000002
2000,Iceland,1,1,22.54,15.47,248.9,21.55,-34.84
2000,India,1,8,10.86,10.44,253.64,254.25,69.62
2000,Ireland,13,677,2120.12,1924.04,4026.57,47784.75,7727.69
2000,Israel,21,61,623.74,423.07,514.4872222222223,5502.76,665.5400000000001
2000,Italy,7,71,229.59,14472.54,38058.06,134156.66,40169.97
2000,Japan,237,25474,64102.22,113953.09,8820.645084745764,1797477.86,202784.15
2000,Luxembourg,2,5,85.22,115.06,1168.49,1914.7800000000002,248.05
2000,Mexico,2,2,0,509.81,9549.39,8533.2,2553.59
2000,Netherlands,17,1319,4248.09,10146.2,48218.111176470586,183567.88,23404.71
2000,Netherlands Antilles,1,11,2.67,43.21,304.81,277.59,62.56
2000,New Zealand,1,4,8.18,21.17,384.26,403.71,78.56
2000,Norway,4,30,187.39,1940.23,9905.37,25067.06,6702.750000000001
2000,Russian Federation,1,1,0,194.98,1101.33,535.71,226.73
2000,Singapore,3,100,182.07,1023.68,1705.4766666666667,3376.97,793.34
2000,South Africa,1,4,48.02,293.42,4208.07,3795.04,1213.02
2000,South Korea,14,2476,419.58,21439.96,14533.162857142857,129395.77,33012.909999999996
2000,Spain,3,9,0,12865.28,51790.74333333333,83100.67,19224.239999999998
2000,Sweden,11,1051,5730.530000000001,4424.98,7659.415454545455,79002.67,9243.57
2000,Switzerland,19,1331,8392.45,10807.66,12910.444210526315,162823.39,30883.71
2000,Taiwan,19,1707,1114.58,8439.039999999999,2512.001578947368,27798.37,9272.04
2000,Turkey,1,1,0,0,NaN,0,0
2000,United Kingdom,49,1663,16846.71,42592.18,17905.33375,488941.42,82764.79
2000,United States,1656,38470,149913.43,361466.47,5968.999090909091,4701993.75,946867.74
2001,Argentina,1,1,0,1296.36,13289.26,8227.79,3269.14
2001,Australia,16,33,140.57999999999998,3467.54,3877.179375,31243.95,8137.85
2001,Austria,1,7,33.83,132.67,3060.2,3301.49,202.11
2001,Bahamas,1,1,1.48,0.34,4.19,0.36,-2.68
2001,Belgium,3,250,315.64,2561.66,4235.1866666666665,9380.22,1354.93
2001,Bermuda,3,14,135.18,31.78,1423.4933333333333,896.3000000000001,-38.910000000000004
2001,Brazil,3,33,175.68,5118.76,16169.523333333333,29284.27,10253.24
2001,Canada,93,848,4369.69,16530.96,2369.4410752688173,139484.55,19734.739999999998
2001,Cayman Islands,1,8,14.41,2.3,136.42,45.82,6.09
2001,China,2,14,162.09,6760.42,22187.75,38520.16,6327.919999999999
2001,Denmark,8,200,769.48,1298.75,1636.885,10934.28,2211.63
2001,Finland,8,430,3069.91,3034.44,9093.32875,62897.95,11299.68
2001,France,33,1669,14087.710000000001,15364.25,18718.18878787879,432666.03,63711.659999999996
2001,Germany,37,4625,26100.23,62031.84,20503.83216216216,581550.69,76971.64
2001,"Hong Kong, SAR China",4,15,78.1,90.88,560.8475,2187.08,338.14
2001,Iceland,1,5,44.95,47.68,249.9,26.1,-47.09
2001,India,1,6,15.19,22.33,388.43,340.42,118.84
2001,Ireland,14,956,3538.44,2640.14,4462.822857142857,63432.97,9565.89
2001,Israel,22,88,590.45,562.97,460.18904761904764,5492.5199999999995,236.60999999999999
2001,Italy,7,57,191.64,16715.920000000002,37962.50571428571,135658.48,42110.68
2001,Japan,242,27577,64860.590000000004,113644.08,8275.593181818182,1737061.95,171708.38
2001,Luxembourg,2,7,100.48,103.85,946.165,1646.83,78.45
2001,Netherlands,17,1367,6534.14,9054.88,11450.067647058824,137339.99,15545.33
2001,Netherlands Antilles,1,15,2.51,27.83,310,253.67,45.7
2001,New Zealand,1,4,4.27,5.49,94.92,89.25,36.74
2001,Norway,2,28,92.47,2068.92,13180.895,18086.530000000002,4259.3
2001,Russian Federation,1,2,0,396.67,1732.55,893.25,467.43
2001,Singapore,5,175,207.77,2818.69,4663.394,20433.84,1054.65
2001,South Africa,1,8,35,477,6227,5399,1722
2001,South Korea,16,2568,447.5,18837.010000000002,13435.900625,141670.2,29029.49
2001,Spain,2,2,0,4544.77,32627.105,50740.04,8078.28
2001,Sweden,12,1105,5782.97,3504.69,16166.76,75108.6,6750.73
2001,Switzerland,20,1433,8608.68,9514.55,14767.835500000001,168304.82,30221.45
2001,Taiwan,23,2090,1470.26,5637.67,2155.8034782608697,26093.57,5036.32
2001,United Kingdom,55,1866,17771.25,28970.46,15055.860185185185,572069.24,85529.05
2001,United States,1651,40770,162092.62,343826.38,5841.015864197531,4793093.54,816472.03
2002,Australia,12,42,146.73,3077.29,21974.650833333333,36338.41,9280.91
2002,Austria,2,18,72.74,696.0500000000001,6154.03,6957.63,1501.3999999999999
2002,Bahamas,1,3,1.71,0.01,4.36,0.36,-3.02
2002,Belgium,2,90,432.44,1196.56,10648.84,15649.720000000001,2934.71
2002,Bermuda,4,29,170.23999999999998,30.990000000000002,1751.3175,1502.23,27.399999999999995
2002,Brazil,3,17,188.81,5752.08,13861.506666666666,26874.56,9715.25
2002,Canada,94,849,3512.97,16353.29,2890.6662365591396,150345.27,27624.82
2002,Cayman Islands,1,8,18.96,4.27,145.84,70.19,12.62
2002,China,3,18,223.97,13742.800000000001,34294.473333333335,67390.06,19908.920000000002
2002,Denmark,7,151,1011.45,930.13,2151.0242857142857,8805.91,2041.7399999999998
2002,Finland,9,565,3732.42,4606.78,8500.426666666666,72829.64,13265.55
2002,France,31,1706,16991.27,33639.74,22774.795483870967,540743.22,76626.56
2002,Germany,40,4783,28679.27,67293.02,20320.80125,665404.48,91917.68000000001
2002,"Hong Kong, SAR China",3,12,14.95,77.69,566.85,2175.22,316.33
2002,Iceland,1,8,56.64,15.64,213.42,41.06,-55.12
2002,India,1,7,28.86,31.82,484.69,379.28,93.07
2002,Ireland,15,1054,3596.34,2396.9,3970.7526666666668,67716.67,9601.02
2002,Israel,23,97,595.76,510.74,508.4309090909091,5787.25,864.02
2002,Italy,8,73,197.76000000000002,20702.93,37654.79375,161410.73,49245.020000000004
2002,Japan,239,29399,72708.31999999999,121846.99,9150.6010041841,1932542.77,225816.69
2002,Luxembourg,1,15,96.71,33.5,1276.82,825.62,14.38
2002,Mexico,2,4,0,519.82,9372.465,8809.55,2184.25
2002,Netherlands,16,1778,7382,6953.02,12108.510625,153256.44,7830.59
2002,Netherlands Antilles,1,8,2.32,8.58,317.67,252.53,53.18
2002,New Zealand,1,16,6.39,9.12,126.76,115.5,45.63
2002,Norway,6,33,354.47,6996.9400000000005,12693.135,67164.86,15224.85
2002,Russian Federation,1,1,0,502.05,2283.3,1361.76,674.05
2002,Saudi Arabia,1,7,0,1472.22,26461.19,9078.82,1534.33
2002,Singapore,5,183,205.34,2283.1,3226.6600000000003,7902.63,1360.4499999999998
2002,South Africa,1,12,34.55,764.68,6146.01,5926.66,1788.45
2002,South Korea,16,2764,513.76,20460.03,16038.06625,181495.63,41096.34
2002,Spain,1,4,6.29,2336.06,39910.1,38259.77,6237.53
2002,Sweden,12,1082,4972.22,3407.62,7594.0225,81335.24,6819.92
2002,Switzerland,21,1520,10238.34,9499.08,12757.284285714286,185307.3,35430.08
2002,Taiwan,40,1873,2171.55,7743.09,2176.31075,57782.29,12984.16
2002,Turkey,1,2,20.72,53.86,1299.03,1625.35,189.2
2002,United Kingdom,53,2040,18602.56,40578.84,16666.926415094338,618981.55,92628.15
2002,United States,1594,41642,155871.56,276801.31,6918.941234096692,4609325.13,846916.19
2003,Australia,10,36,166.74,3842.82,7512.523,28975.63,6832.88
2003,Austria,1,22,50.44,150.06,3948.26,4631.74,284.99
2003,Bahamas,1,2,2.51,0,4.12,0.2,-3.93
2003,Belgium,1,79,509.45,622.95,12215.53,9529.55,1361.9
2003,Bermuda,4,31,229.41000000000003,248.22,2053.075,4723.09,241.08999999999997
2003,Brazil,3,29,287.01,8296.37,22191.296666666665,37747.24,14239.9
2003,Canada,86,1031,3491.44,12798.69,2628.726117647059,146635.44,26707.6
2003,Cayman Islands,1,8,19.22,1.75,169.29,88.6,15.92
2003,Chile,1,1,0,55.08,1363.48,691.81,148.14
2003,China,3,10,292.79,15206.570000000002,37138.583333333336,85623.24,25185.210000000003
2003,Denmark,9,189,1307.07,4597.88,5678.6577777777775,45413.25,10359.75
2003,Finland,8,657,5254.01,4111.8,11381.655,94349.07,13805.18
2003,France,31,1610,18575.34,26773.53,23098.251935483873,503842.64,77740.72
2003,Germany,38,4652,33000.93,76773.49,25298.877368421054,765988.79,110810.79
2003,"Hong Kong, SAR China",4,17,200.99,208.13,1131.665,4776.58,675.24
2003,Iceland,1,5,19.47,0.88,183.47,46.81,-23.54
2003,India,1,8,45.89,55.66,613.35,462.7,67.42
2003,Ireland,16,1163,3504.69,2425.63,4071.2531249999997,74477.42,10859.6
2003,Israel,29,154,638.43,605.44,409.23241379310343,6566.87,1012.49
2003,Italy,7,74,492.58,14616.74,29898.97,121478.34999999999,37090.6
2003,Japan,245,30089,87327.05,129292.28,14413.436081632653,2285732.73,297050.4
2003,Luxembourg,2,21,87.2,32.03,914.325,1713.0900000000001,120.8
2003,Netherlands,15,2006,8274.99,8602.08,15135.902666666667,171998.17,16774.56
2003,Netherlands Antilles,1,15,2.35,8.71,345.95,261.24,52.98
2003,New Zealand,1,12,9.42,6.36,149.57,143.36,58.31
2003,Norway,6,35,325.07,5859.96,11556.605,65292.88,16042.3
2003,Russian Federation,1,1,0,839.16,4225.35,2546.2,1338.51
2003,Saudi Arabia,1,9,0,2435.39,29151.04,12477.17,4702.6
2003,Singapore,5,131,237.56,638.22,2937.704,16659.11,938.03
2003,South Africa,1,8,61.38,1179.89,9041.94,8571.5,2353
2003,South Korea,17,2797,768.5,28324.81,17574.632352941175,237387.89,46351.26
2003,Spain,1,6,0,2822.99,47910.17,46868.4,7690.47
2003,Sweden,10,949,5782.04,3895.14,9976.217,89593.20999999999,8201.26
2003,Switzerland,19,1440,12020.7,10261.07,16982.170000000002,206516.84999999998,37926.62
2003,Taiwan,42,1912,2577.13,9313.5,2482.953571428571,82696.62,15722.24
2003,Turkey,1,2,25.5,78.64,1834.18,2379.15,291.42
2003,United Kingdom,54,1944,20526.829999999998,38261.28,42183.66777777778,714949.32,125414.4
2003,United States,1607,43481,159777.25,255739.39,7821.9998611987385,5058950.28,919753.79
2004,Argentina,1,2,0,963.37,10390.41,6697.22,3676.39
2004,Australia,9,34,175.49,5465.65,11858.186666666666,49486.16,15777.54
2004,Austria,1,17,55.71,260.88,4266.44,6288.25,626.38
2004,Belgium,2,58,573.1899999999999,587.72,6884.515,10823.73,1721.1599999999999
2004,Bermuda,3,39,275.34000000000003,46.43,2396.8466666666664,2366.62,475.89
2004,Brazil,5,20,417.42,10260.82,17766.115999999998,53996.159999999996,17978.17
2004,Canada,82,958,3549.71,22839.17,3755.823780487805,195566.92,40548.68
2004,Cayman Islands,1,21,20.26,8.35,185.2,92.2,15.24
2004,China,7,28,718.39,20903.83,22711.219999999998,120141.27,35494.77
2004,Denmark,9,120,1443.22,1341.94,7050.268888888889,52656.96,11733.81
2004,Finland,7,803,5436.23,3631.96,13367.48142857143,92245.23999999999,13013.89
2004,France,27,1296,24676.23,36612.43,31917.547407407408,657577.03,109228.69
2004,Germany,37,4736,35204.4,85226.16,28129.28081081081,838866.79,126072.2
2004,"Hong Kong, SAR China",7,42,274.11,238.14000000000001,908.2485714285714,6138.04,574.96
2004,Iceland,1,6,24.94,2.7,288.25,42.13,-33.33
2004,India,3,5,80.3,279.5,1666.4633333333334,5673.36,732.73
2004,Ireland,15,1072,3490.11,2957.68,4882.673333333333,81669.43000000001,12079.92
2004,Israel,33,171,1428.24,684.42,509.07545454545453,9271.38,1691.81
2004,Italy,9,87,846.63,14628.67,25437.478888888887,146479.52,46254.9
2004,Japan,241,30586,88064.69,150674.54,14797.152157676348,2317139.47,303377.33
2004,Luxembourg,1,16,84.74,30.99,1387.89,1171.08,114.62
2004,Mexico,2,2,0,563.74,10079.52,10486.36,2748.61
2004,Netherlands,16,1853,9069.5,10930.94,15363.86125,190869.93,23030.37
2004,Netherlands Antilles,1,9,3.21,10.33,358,278.17,48.13
2004,New Zealand,1,21,11.54,11.98,164.16,171.47,70.27
2004,Norway,6,50,427.92,10198.63,15165.403333333334,87554.21,24665.36
2004,Saudi Arabia,1,6,0,1186.67,33300.18,18267,7976.68
2004,Singapore,5,110,240.03,1292.55,3559.562,19142.13,1611.67
2004,South Africa,2,10,63.61,1822.9499999999998,6230.41,10606.130000000001,2692.16
2004,South Korea,17,3371,1052.56,42326.19,21427.33823529412,332528.63,66260.65
2004,Spain,1,2,9.48,3238.29,52721.03,56438.57,9399.43
2004,Sweden,11,813,5881.28,6349.77,12318.596363636363,117758.37999999999,19917.2
2004,Switzerland,18,1264,13921.5,11551.3,15766.932777777778,212252.51,42978.86
2004,Taiwan,46,2410,3062.34,18772.36,2868.8567391304346,117159.39,23333.05
2004,United Kingdom,50,1719,21920.21,43735.26,18699.084,799575.77,119691.3
2004,United States,1531,42781,170629.04,305228.03,9653.769814692258,5945213.14,1120436.05
2005,Australia,10,31,250.74,5225.26,13290.943,45483.86,14644.41
2005,Austria,1,12,48.37,260.73,4063.17,5679.47,488.43
2005,Bahamas,1,2,1.83,0,3.72,0.42,-3.1
2005,Belgium,3,62,643.73,757.66,4833.746666666667,12027.720000000001,1899.67
2005,Belize,1,1,0,7,591.9,60.7,46.6
2005,Bermuda,4,69,317.18,1560.96,5335.74,8288.91,2458.46
2005,Brazil,4,12,686.9200000000001,14696.49,27139.0675,77130.26,26503.9
2005,Canada,71,728,3468.72,24622,5187.196901408451,195100.9,43233.88
2005,Cayman Islands,1,23,25.42,14.87,199.66,105.55,12.33
2005,China,5,21,618.77,9595.69,15320.480000000001,107544.14,12484.640000000001
2005,Denmark,7,108,1449.95,1114.19,2379.692857142857,15733.54,2656.72
2005,Finland,7,607,4854.97,3278.91,11413.971428571429,81645.46,10330.48
2005,France,25,993,16564.7,34944.56,35406.89041666667,581306.48,103510.62
2005,Germany,33,3925,31619.09,83551.02,30270.016969696968,764983.96,106671.14
2005,"Hong Kong, SAR China",7,73,523.38,301.88,1760.78,20929.25,733.3100000000001
2005,Iceland,1,11,43.75,3.97,206.76,43.95,-49.12
2005,India,1,5,48.4,42.12,1546.04,545.57,61.78
2005,Ireland,14,868,4749.59,2900.89,5807.181428571428,90490.67,12624.22
2005,Israel,23,118,860.46,549.2,805.6778260869565,9483.14,2305.75
2005,Italy,6,61,639.35,4884.04,39313.255,136518.02,44641.18
2005,Japan,234,26768,83747.44,155366.88,17643.963690987126,2264215.96,307391.86
2005,Luxembourg,5,19,73.74,1599.6100000000001,8219.836,38434.409999999996,8140.34
2005,Netherlands,15,1308,7643.74,7673.8,16081.958666666666,171378.13999999998,20565.76
2005,Netherlands Antilles,1,10,3.6,11.98,376.93,281.35,44.32
2005,New Zealand,2,13,11.97,168.35000000000002,1347.83,3419.97,534.89
2005,Norway,4,23,289.51,7805.8,20694.335,91756.51,27225.43
2005,Saudi Arabia,1,7,0,2025.46,36500.43,20856.35,7774.46
2005,Singapore,5,84,285.40999999999997,1032.06,1623.704,4301.16,859.25
2005,South Africa,1,13,34.05,1862.01,13197.69,10447.88,2743.06
2005,South Korea,18,3330,949.04,47721.81,22514.48611111111,347372.82,62244.369999999995
2005,Spain,1,2,74.6,3757.47,54215.04,60447.49,10197.15
2005,Sweden,10,668,5225.34,4949.69,10246.908,99083.94,14234.98
2005,Switzerland,19,1178,14481.2,12178.54,97474.70052631579,285247.49,90947.97
2005,Taiwan,49,2077,3907.87,21711.36,3235.664489795918,146110.72,21932.7
2005,United Kingdom,49,1467,18883.72,36561.84,16304.59775510204,606570.72,118165.96
2005,United States,1451,38451,178590.25,311668.78,9053.132359472589,6151048.7,1130744.21
2006,Australia,14,33,330.63,9842.1,14717.162142857143,69363.54,27542.36
2006,Austria,1,14,59.33,308.52,4840.1,7570.65,660.55
2006,Belgium,3,48,835.41,915.77,5378.09,14453.849999999999,2424.21
2006,Bermuda,3,130,654.4,2108.11,6506.326666666666,7952.72,2216.25
2006,Brazil,2,12,1215.24,19376.39,78158.53,93569,33278.55
2006,Canada,87,733,3682.42,29246.05,3791.7052325581394,218355.58,48523.21
2006,Cayman Islands,1,30,31.75,23.37,197.02,124.92,0.77
2006,China,7,28,859.5400000000001,11155.22,14435.923333333334,142011.88,15801.64
2006,Denmark,8,103,1967.74,1815.49,3924.2025,26756.07,4793.56
2006,Finland,9,864,5551.67,3637.7999999999997,10650.503333333334,122710.28,16259.789999999999
2006,France,27,1311,20611.88,44191.03,106195.57692307692,747035.29,164177.92
2006,Germany,37,4281,35297.659999999996,102209.27,39743.826216216214,980363.98,128148.84
2006,"Hong Kong, SAR China",6,86,488.40000000000003,10252.539999999999,12690.155,59894.189999999995,20949.53
2006,Iceland,1,10,57.11,6.28,215.61,40.51,-77.88
2006,India,2,643,66.89,176.56,1378.55,2364.3599999999997,556.54
2006,Ireland,12,1025,3918.89,3415.6,7672.4383333333335,100638.89,13989.63
2006,Israel,26,143,2316.16,707.37,1064.9884615384615,13087.01,3190.3
2006,Italy,6,72,515.43,13125.86,43641.84333333333,173268.39,52137.35
2006,Japan,238,33254,89784.08,173313.03,18073.468655462184,2499150.02,342291.19
2006,Luxembourg,4,24,227.25,3199.51,28949.0925,62808.94,10460.63
2006,Mexico,1,1,0,1371.73,29973.43,18250.2,3985.46
2006,Netherlands,15,1682,8475.69,8774.74,18144.766,198449.13,19512.56
2006,Netherlands Antilles,1,11,2.44,9.27,396.1,285.19,47.18
2006,New Zealand,1,20,14.43,19.73,196.45,249.79,68.4
2006,Norway,6,46,446.04,13220.64,19600.208333333336,122583.9,39373.079999999994
2006,Saudi Arabia,1,16,0,4999.38,44411.89,23014.65,9865.47
2006,Singapore,5,96,298.06,1540.1999999999998,3930.838,23708.98,1810.56
2006,South Africa,2,8,29.46,1929.69,7498.5199999999995,9908.83,3554.66
2006,South Korea,17,4610,846.11,55444.43,28281.531176470588,401113.47,67849.86
2006,Spain,1,2,94.62,7148.82,59651.76,72689.07,11883.9
2006,Sweden,11,683,7082.7,7372.53,13497.955454545454,133710.47,22785.17
2006,Switzerland,21,1575,17076.39,15936.53,109739.52285714286,359987.26,133654.11
2006,Taiwan,52,2860,4698.3,21330.65,3716.386153846154,193233.25,29614.41
2006,United Kingdom,46,1620,22932.6,45874.62,19636.89911111111,717185.14,125446.61
2006,United States,1470,46329,209694.68,371694.59,11460.485381968341,6968052.2,1367319.02
2007,Australia,11,37,465.86,12724.41,24807.311818181817,81917.82,35674.41
2007,Austria,1,11,62.87,668.17,6770.84,9284.14,956.19
2007,Bahamas,1,4,2.8,0.02,4.26,0.41,-4.78
2007,Belgium,3,40,941.9,1020.21,6119.193333333334,16507.23,2763.75
2007,Bermuda,2,209,970.8,113.46,5543.895,4084.25,353.57
2007,Brazil,2,14,1666.27,28374.85,102209.66500000001,124139.72,44163.380000000005
2007,Canada,77,713,3191.78,20117.82,5027.480921052631,159692.14,39310.81
2007,Cayman Islands,1,23,34.62,8.12,228.41,165.54,30.23
2007,China,8,38,1171.1599999999999,40504.22,32931.64625,297149.99,55765.06
2007,Denmark,7,127,2762.95,1466.74,3644.0014285714287,24985.23,5094.05
2007,Finland,7,818,8649.529999999999,3277.7,14894.207142857143,137166.64,18226.100000000002
2007,France,27,1217,27447.46,47953,36240.791153846156,737162.85,133861.6
2007,Germany,38,3846,39707.71,99020.7,43458.80842105263,1059639.44,169592.9
2007,"Hong Kong, SAR China",5,90,507.15999999999997,432.89,3004.478,24396.67,1148.39
2007,Iceland,1,6,53.82,3.48,156.21,40.4,-82.06
2007,India,4,573,154.21,720.66,2465.4625,8649.7,2240.01
2007,Ireland,16,880,6765.74,3353.32,6654.853125,110274.03,15605.9
2007,Israel,24,120,1200.45,878.74,1422.8416666666667,15151.13,3811.41
2007,Italy,6,59,733.05,24670.22,78446.70833333333,248091.83,70671.05
2007,Japan,234,30089,110501.9,207203.95,21776.75572649573,3140501.26,426721.36
2007,Luxembourg,2,33,200.56,533.21,7976.235,10834.37,3536.26
2007,Mexico,1,1,0,1994.98,49676.56,21679.14,4334.93
2007,Netherlands,14,1269,8644.66,7862.13,21427.057857142856,197936.07,20222.66
2007,Netherlands Antilles,1,15,2.99,22.7,443.22,305.36,43.4
2007,New Zealand,1,12,18.94,9.17,260.71,281.33,57.92
2007,Norway,6,27,616.95,17725.760000000002,24654.359999999997,143254.63,43127.07
2007,Saudi Arabia,1,18,141.35,8252.24,68523.29,33748.42,13010.21
2007,Singapore,5,90,309.01,1329.98,5476.61,32180.5,2028.72
2007,South Africa,2,14,98.04,1809.49,8815.42,14413.02,4155.16
2007,South Korea,18,5014,932.11,53489.21,28615.85722222222,441138.93,74537.07
2007,Spain,2,5,112.44,7649.57,45479.155,99043.43000000001,16193.4
2007,Sweden,11,558,8484.23,7645.85,16197.368181818181,153493.88999999998,24095.77
2007,Switzerland,20,1466,21000.989999999998,20015.65,120914.6265,417228.11,155009.58
2007,Taiwan,50,2975,5065.01,22374.1,4321.2722,238027.41,35272.89
2007,United Kingdom,42,1432,25435.55,58880.69,27432.509024390245,822261.64,155931.14
2007,United States,1411,40904,220856.25,389774.72,16043.018299711815,7653297.43,1582870.68
2008,Australia,11,46,644.16,17033.05,12897.788181818181,105880.23,43570.86
2008,Austria,1,16,104.57,620.47,6731.72,9337.69,560.51
2008,Bahamas,1,2,2.16,0.01,4.07,0.43,-4.07
2008,Belgium,3,26,933.29,1149.81,6347.16,15927.32,2299.58
2008,Bermuda,1,244,929.99,73.24,4414.2,2950.56,388.3
2008,Brazil,2,9,1834.44,37948.2,102921.05,148688.84,45773.06
2008,Canada,73,717,3365.9,16385.98,2932.3354794520546,151661.44,29142.39
2008,Cayman Islands,1,41,37.42,2.41,193.27,138.82,12.63
2008,China,8,83,1525.43,48935.009999999995,38273.8525,387486.19,41466.38
2008,Denmark,9,102,2779.67,13814.06,13335.015555555556,96950.19,23228.82
2008,Finland,7,751,8816.86,4137.16,15618.558571428572,134436.98,15996.710000000001
2008,France,26,1247,25432.86,47110.05,34474.9148,708507.9,120193.28
2008,Germany,35,3764,39244.26,90985.04000000001,48541.832285714285,1015212.69,137986.39
2008,"Hong Kong, SAR China",6,86,473.64,372.33,2114.608333333333,21989.45,505.92
2008,Iceland,1,8,30.73,1.54,75.14,58.09,-47.69
2008,India,4,422,96.84,662.3000000000001,2401.2625,9052.51,1528.38
2008,Ireland,13,806,5458.7300000000005,3646.8,9272.93,127496.51,18988.77
2008,Israel,19,137,2820.48,969.84,2249.447894736842,16986.63,4121.75
2008,Italy,5,75,1536,21554.65,58304.754,199762.79,53582.22
